pmid	title_e	journal
33956870	Covichem: A biochemical severity risk score of COVID-19 upon hospital admission.	PLoS One
33956869	"Seroepidemiological study of SARS-CoV-2 infection in East Java, Indonesia."	PLoS One
33956754	"Clinical Characteristics and Outcomes of a Cohort of Pediatric Oncohematologic Patients With COVID-19 Infection in the City of Bogota, Colombia."	Pediatr Infect Dis J
33956653	Clinical Perspectives of Multiple and Extensively Drug-Resistant Typhoid; result from a tertiary care hospital from Pakistan.	J Infect Dev Ctries
33956648	Nutritional status is closely related to the severity of COVID-19: a multi-center retrospective study.	J Infect Dev Ctries
33956647	Clinical characteristics and outcomes of COVID-19: Experience at a major tertiary care center in Pakistan.	J Infect Dev Ctries
33956644	Characteristics and Pregnancy Outcomes of Asymptomatic and Symptomatic Women with COVID-19: Lessons from Hospitals in Wuhan.	J Infect Dev Ctries
33956591	Impact of different SARS-CoV-2 assays on laboratory turnaround time.	J Med Microbiol
33956324	Self-luminescent photodynamic therapy and pathogen detection for infectious diseases.	Drug Deliv Transl Res
33956298	Diagnostic performance of Radiological Society of North America structured reporting language for chest computed tomography findings in patients with COVID-19.	Jpn J Radiol
33956286	"Sex-specific impact of severe obesity in the outcomes of hospitalized patients with COVID-19: a large retrospective study from the Bronx, New York."	Eur J Clin Microbiol Infect Dis
33956250	Clinical features and outcome of MIS-C patients: an experience from Central Anatolia.	Clin Rheumatol
33956194	Circulating calprotectin as a supporting inflammatory marker in discriminating SARS-CoV-2 infection: an observational study.	Inflamm Res
33956042	Patient safety recommendations and management in patients with COVID-19 pneumonia suspicion: a retrospective study.	Clin Ter
33955733	Multiplexed Centrifugal Microfluidic System for Dynamic Solid-Phase Purification of Polynucleic Acids Direct from Buccal Swabs.	Anal Chem
33955644	"Central obesity, smoking habit, and hypertension are associated with lower antibody titres in response to COVID-19 mRNA vaccine."	Diabetes Metab Res Rev
33955623	Effect of comorbid pulmonary disease on the severity of COVID-19: A systematic review and meta-analysis.	Respirology
33955543	SARS-CoV-2 infection in patients with atopic dermatitis: a cross-sectional study.	Br J Dermatol
33955313	The effect of RAAS inhibitors on acute hypoxemic respiratory failure and in-hospital mortality in the hypertensive Covid-19 patients.	Clin Exp Hypertens
33955309	Glycosylated hemoglobin as a predictor of mortality in severe pneumonia by COVID-19.	Expert Rev Respir Med
33955213	Single-Domain Antibodies for the Detection of SARS-CoV-2 Nucleocapsid Protein.	Anal Chem
33955209	Risk of COVID-19 in Rheumatoid Arthritis: A National Veterans Affairs Matched Cohort Study in At-Risk Individuals.	Arthritis Rheumatol
33954931	Neurological diseases and COVID-19: prospective analyses using the UK Biobank.	Acta Neurol Belg
33954852	Should anosmia and dysgeusia be a concern for oral and maxillofacial surgeons during the COVID-19 pandemic?	Oral Maxillofac Surg
33954827	The relationship between COVID-19's severity and ischemic stroke: a systematic review and meta-analysis.	Neurol Sci
33954813	Prevalence and clinical significance of antiphospholipid antibodies in patients with coronavirus disease 2019 admitted to intensive care units: a prospective observational study.	Rheumatol Int
33954428	Evaluation of a risk assessment model to predict infection with healthcare facility-onset Clostridioides difficile.	Am J Health Syst Pharm
33954224	Performance of Unobserved Self-Collected Nasal Swabs for Detection of SARS-CoV-2 by RT-PCR Utilizing a Remote Specimen Collection Strategy.	Open Forum Infect Dis
33954175	Lung Infection Segmentation for COVID-19 Pneumonia Based on a Cascade Convolutional Network from CT Images.	Biomed Res Int
33954080	Antigen tests for COVID-19.	Biophys Physicobiol
33954054	Outcomes of hospitalized patients with COVID-19 according to level of frailty.	PeerJ
33953911	Global prevalence and pathogenesis of headache in COVID-19: A systematic review and meta-analysis.	F1000Res
33953606	Prediction of Disease Progression of COVID-19 Based upon Machine Learning.	Int J Gen Med
33953603	"Epidemiology, Clinical Characteristics, and Outcomes of a Large Cohort of COVID-19 Outpatients in Michigan."	Int J Gen Med
33953575	Outcomes in Patients with SARS-CoV-2 and Clostridioides difficile Coinfection.	Infect Drug Resist
33953384	Delayed production of neutralizing antibodies correlates with fatal COVID-19.	Nat Med
33953307	Efficient management strategy of COVID-19 patients based on cluster analysis and clinical decision tree classification.	Sci Rep
33952873	A New Rash Differential: CoVID-19.	Adv Emerg Nurs J
33952834	Clinical and Biomarker Profiles and Prognosis of Elderly Patients With Coronavirus Disease 2019 (COVID-19) With Cardiovascular Diseases and/or Risk Factors.	Circ J
33952597	Laboratory Worker Self-Contamination with Noninfectious SARS-CoV-2 DNA Can Result in False-Positive Reverse Transcriptase PCR-Based Surveillance Testing.	J Clin Microbiol
33952432	Systemic inflammation may induce cardiac injury in COVID-19 patients including children and adolescents without underlying cardiovascular diseases: A systematic review.	Cardiovasc Revasc Med
33952429	Bariatric surgery in patients with previous COVID-19 infection.	Surg Obes Relat Dis
33952300	COVID-19 and HIV infection co-pandemics and their impact: a review of the literature.	AIDS Res Ther
33951659	Are Individuals with Substance Use Disorders at Higher Risk of SARS-CoV-2 Infection? Population-Based Registry Study in Northern Italy.	Eur Addict Res
33951237	Cautions on the laboratory indicators of COVID-19 patients on and during admission.	J Clin Lab Anal
33951210	Maternal selenium status plays a crucial role on clinical outcomes of pregnant women with COVID-19 infection.	J Med Virol
33951156	Frailty is associated with in-hospital mortality in older hospitalised COVID-19 patients in the Netherlands: the COVID-OLD study.	Age Ageing
33951151	What is the relationship between validated frailty scores and mortality for adults with COVID-19 in acute hospital care? A systematic review.	Age Ageing
33951100	"The incidence, characteristics and outcomes of pregnant women hospitalized with symptomatic and asymptomatic SARS-CoV-2 infection in the UK from March to September 2020: A national cohort study using the UK Obstetric Surveillance System (UKOSS)."	PLoS One
33951071	The association of estimated cardiorespiratory fitness with COVID-19 incidence and mortality: A cohort study.	PLoS One
33951060	Low saliva pH can yield false positives results in simple RT-LAMP-based SARS-CoV-2 diagnostic tests.	PLoS One
33951004	Age-adjusted Charlson comorbidity index score is the best predictor for severe clinical outcome in the hospitalized patients with COVID-19 infection.	Medicine (Baltimore)
33950987	Risk factors associated with the need for oxygen therapy in patients with COVID-19.	Medicine (Baltimore)
33950864	Serum sodium alterations in SARS CoV-2 (COVID-19) infection: impact on patient outcome.	Eur J Endocrinol
33950589	[Mass testing for Covid-19 : what can we learn from real-world implementation ?]	Rev Med Suisse
33950587	[SARS-CoV-2 screening in travelers: what approach to assess transmission risk ?]	Rev Med Suisse
33950586	[COVID-19 Diagnosis].	Rev Med Suisse
33950572	Extensive microbiological respiratory tract specimen characterization in critically ill COVID-19 patients.	APMIS
33950551	Children with trichotillomania in COVID-19 outbreak.	J Cosmet Dermatol
33950404	New aspects in the pathogenesis and management of subacute thyroiditis.	Rev Endocr Metab Disord
33950399	Convolutional neural networks for the diagnosis and prognosis of the coronavirus disease pandemic.	Vis Comput Ind Biomed Art
33950324	Profiling of T Cell Repertoire in SARS-CoV-2-Infected COVID-19 Patients Between Mild Disease and Pneumonia.	J Clin Immunol
33950285	Histomorphological patterns of regional lymph nodes in COVID-19 lungs.	Pathologe
33950121	Risk factors for critical illness and death among adult Brazilians with COVID-19.	Rev Soc Bras Med Trop
33949966	Personalized Analytics and a Wearable Biosensor Platform for Early Detection of COVID-19 Decompensation (DeCODe): Protocol for the Development of the COVID-19 Decompensation Index.	JMIR Res Protoc
33949925	"Severe Acute Respiratory Syndrome Coronavirus -2 (SARS-CoV-2): A Review on Pathophysiology, Diagnosis and Investigational Therapeutics."	Curr Med Chem
33949922	The Presence of SARS-CoV-2 in Conjunctival Secretions of COVID-19 Patients.	Ocul Immunol Inflamm
33949887	COVID-19 and Acute Myocardial Injury and Infarction: Related Mechanisms and Emerging Challenges.	J Cardiovasc Pharmacol Ther
33949676	4C Mortality Score correlates with in-hospital functional outcome after COVID-19-associated ischaemic stroke.	Neurol Neurochir Pol
33949670	SARS-CoV-2 infection among healthcare workers in South Africa: a longitudinal cohort study.	Clin Infect Dis
33949665	SARS-CoV-2 RNAemia predicts clinical deterioration and extrapulmonary complications from COVID-19.	Clin Infect Dis
33949655	"SARS-CoV-2 viral load kinetics in symptomatic children, adolescents and adults."	Clin Infect Dis
33949641	The Impact of Frailty on COVID-19 Outcomes: A Systematic Review and Meta-analysis of 16 Cohort Studies.	J Nutr Health Aging
33949414	Selenium-atom-modified thymidine enhances the specificity and sensitivity of DNA polymerization and detection.	Chem Commun (Camb)
33949207	Role of the Immune Microenvironment in SARS-CoV-2 Infection.	Cell Transplant
33949007	Electronic reporting of diagnostic laboratory test results from all healthcare sectors is a cornerstone of national preparedness and control of COVID-19 in Denmark.	APMIS
33948955	Highlights in the advances of chronic rhinosinusitis.	Allergy
33948938	Renal impairment and its impact on clinical outcomes in patients who are critically ill with COVID-19: a multicentre observational study.	Anaesthesia
33948780	Is lung ultrasound score a useful tool to monitoring and handling moderate and severe COVID-19 patients in the general ward? An observational pilot study.	J Clin Monit Comput
33948048	Universal Screening for SARS-CoV-2 in Asymptomatic Pregnant Women: A Multi-center Experience.	J Obstet Gynaecol India
33948047	A novel augmented deep transfer learning for classification of COVID-19 and other thoracic diseases from X-rays.	Neural Comput Appl
33948037	Testing at scale during the COVID-19 pandemic.	Nat Rev Genet
33947980	Common seasonal respiratory virus infections in allogeneic stem cell transplant recipients during the SARS-COV-2 pandemic.	Bone Marrow Transplant
33947894	COVID-19 serological survey using micro blood sampling.	Sci Rep
33947823	Chest Computed Tomography (CT) Severity Scales in COVID-19 Disease: A Validation Study.	Med Sci Monit
33947795	Optofluidic multiplex detection of single SARS-CoV-2 and influenza A antigens using a novel bright fluorescent probe assay.	Proc Natl Acad Sci U S A
33947753	"Galectin-9, a Player in Cytokine Release Syndrome and a Surrogate Diagnostic Biomarker in SARS-CoV-2 Infection."	mBio
33947740	"Characteristics, outcomes and risk factors for mortality of 522 167 patients hospitalised with COVID-19 in Brazil: a retrospective cohort study."	BMJ Open
33947725	Relative infectiousness of asymptomatic SARS-CoV-2 infected persons compared with symptomatic individuals: a rapid scoping review.	BMJ Open
33947594	[Pulse oximetry: Role in the COVID-19 patient at home].	Semergen
33947467	Role of interferon gamma in SARS-CoV-2-positive patients with parasitic infections.	Gut Pathog
33947425	Excellent option for mass testing during the SARS-CoV-2 pandemic: painless self-collection and direct RT-qPCR.	Virol J
33947347	Salivary testing of COVID-19: evaluation of serological testing following positive salivary results.	BMC Infect Dis
33947345	Comparative study of hospitalized children with acute respiratory distress syndrome caused by SARS-CoV-2 and influenza virus.	BMC Infect Dis
33947258	Chest computed tomography imaging features in patients with coronavirus disease 2019 (COVID-19).	J Int Med Res
33947196	Mild ast elevation as an early sign of COVID-19 severity in a multicenter Madrid cohort.	Rev Esp Enferm Dig
33947153	Analytical Evaluation of Visby Medical RT-PCR Portable Device for Rapid Detection of SARS-CoV-2.	Diagnostics (Basel)
33947014	Fast Detection of SARS-CoV-2 RNA Directly from Respiratory Samples Using a Loop-Mediated Isothermal Amplification (LAMP) Test.	Viruses
33947009	"Dolutegravir Plus Lamivudine Two-Drug Regimen: Safety, Efficacy and Diagnostic Considerations for Its Use in Real-Life Clinical Practice-A Refined Approach in the COVID-19 Era."	Diagnostics (Basel)
33947008	Seroprevalence of SARS-CoV-2 Antibodies in Adults and Healthcare Workers in Southern Italy.	Int J Environ Res Public Health
33947006	Artificial Intelligence Applications for COVID-19 in Intensive Care and Emergency Settings: A Systematic Review.	Int J Environ Res Public Health
33946860	Development and Clinical Evaluation of an Immunochromatography-Based Rapid Antigen Test (GenBody COVAG025) for COVID-19 Diagnosis.	Viruses
33946855	Understanding Laboratory Testing for SARS-CoV-2.	Children (Basel)
33946809	A Novel Method for COVID-19 Diagnosis Using Artificial Intelligence in Chest X-ray Images.	Healthcare (Basel)
33946479	Metabolic Signatures Associated with Severity in Hospitalized COVID-19 Patients.	Int J Mol Sci
33946377	The Impact of Increased Fib-4 Score in Patients with Type II Diabetes Mellitus on Covid-19 Disease Prognosis.	Medicina (Kaunas)
33946311	Immunoglobulin Response and Prognostic Factors in Repeated SARS-CoV-2 Positive Patients: A Systematic Review and Meta-Analysis.	Viruses
33946201	Pitfall of Universal Pre-Admission Screening for SARS-CoV-2 in a Low Prevalence Country.	Viruses
33946171	Utility of Routine Laboratory Biomarkers to Detect COVID-19: A Systematic Review and Meta-Analysis.	Viruses
33946099	From HIV to Coronavirus Disease 2019 (COVID-19): Hematologic Complications in Viral Pandemics.	Arch Pathol Lab Med
33946040	Evaluation of an antigen-based test for hospital point-of-care diagnosis of SARS-CoV-2 infection.	J Clin Virol
33945978	Emergency department bounceback characteristics for patients diagnosed with COVID-19.	Am J Emerg Med
33945868	Performance of SARS-CoV-2 rapid antigen test compared with real-time RT-PCR in asymptomatic individuals.	Int J Infect Dis
33945867	"Prevalence of COVID-19 in children, adolescents and adults in remote education situations in the city of Fortaleza, Brazil."	Int J Infect Dis
33945677	Longitudinal proteomic profiling provides insights into host response and proteome dynamics in COVID-19 progression.	Proteomics
33945651	COVID-19-related coagulopathy: A review of pathophysiology and pharmaceutical management.	Cell Biol Int
33945642	Lymphopenia and lung complications in patients with coronavirus disease-2019 (COVID-19): A retrospective study based on clinical data.	J Med Virol
33945634	Determinants of IgG antibodies kinetics after severe and critical COVID-19.	J Med Virol
33945610	Cardiometabolic Therapy and Mortality in Very Old Patients With Diabetes Hospitalized due to COVID-19.	J Gerontol A Biol Sci Med Sci
33945607	The demography and characteristics of SARS-CoV-2 seropositive residents and staff of nursing homes for older adults in the Community of Madrid: the SeroSOS study.	Age Ageing
33945605	A flow cytometric assay to detect platelet-activating antibodies in VITT after ChAdOx1 nCov-19 vaccination.	Blood
33945583	Evaluation of potential COVID-19 recurrence in patients with late repeat positive SARS-CoV-2 testing.	PLoS One
33945513	Relationship of SARS-CoV-2-specific CD4 response to COVID-19 severity and impact of HIV-1 and tuberculosis coinfection.	J Clin Invest
33945500	A high-throughput microfluidic nanoimmunoassay for detecting anti-SARS-CoV-2 antibodies in serum or ultralow-volume blood samples.	Proc Natl Acad Sci U S A
33945220	The association between obesity and peak antibody titer response in COVID-19 infection.	Obesity (Silver Spring)
33945070	"Longitudinal virological changes and underlying pathogenesis in hospitalized COVID-19 patients in Guangzhou, China."	Sci China Life Sci
33945064	Increased Morbidity and Mortality in COVID-19 Patients with Liver Injury.	Dig Dis Sci
33944737	"Qualitative and quantitative detection of SARS-CoV-2 RNA in untreated wastewater in Western Cape Province, South Africa."	S Afr Med J
33944643	Clinical characteristics and outcomes of hospitalized COVID-19 patients with COPD.	Expert Rev Respir Med
33944569	Rapid One-Step Detection of Viral Particles Using an Aptamer-Based Thermophoretic Assay.	J Am Chem Soc
33942924	Clinical Profiles and Mortality of COVID-19 Inpatients with Parkinson's Disease in Germany.	Mov Disord
33942721	Metabolic biomarker profiling for identification of susceptibility to severe pneumonia and COVID-19 in the general population.	Elife
33942518	Predictors of fatal outcomes among hospitalized COVID-19 patients with pre-existing hypertension in China.	Clin Respir J
33942510	"Factors associated with COVID-19 related hospitalisation, critical care admission and mortality using linked primary and secondary care data."	Influenza Other Respir Viruses
33942500	"Changes in characteristics and case-severity in patients hospitalised with influenza A (H1N1) pdm09 infection between two epidemic waves-England, 2009-2010."	Influenza Other Respir Viruses
33942372	Is coronavirus disease 2019 associated with indicators of long-term bladder dysfunction?	Neurourol Urodyn
33942333	"Degrees of necessity and of sufficiency: Further results and extensions, with an application to covid-19 mortality in Austria."	Stat Med
33942278	Characteristics and outcomes of in-hospital cardiac arrest in COVID-19. A systematic review and meta-analysis.	Cardiol J
33942116	COVID-19 in a Mississippi Community Hospital.	South Med J
33942104	"Interactions between SARS-CoV-2 and influenza, and the impact of coinfection on disease severity: a test-negative design."	Int J Epidemiol
33942071	"Post-COVID-19 Syndrome: Theoretical Basis, Identification, and Management."	AACN Adv Crit Care
33942031	SARS-CoV-2 outbreak in immune-mediated inflammatory diseases: the Euro-COVIMID multicentre cross-sectional study.	Lancet Rheumatol
33942028	The Association of Subacute Thyroiditis with COVID-19: a Systematic Review.	SN Compr Clin Med
33942026	Neutralizing Antibody Responses After SARS-CoV-2 Infection in End-Stage Kidney Disease and Protection Against Reinfection.	Kidney Int Rep
33942023	Analysis of SARS-CoV-2 antibodies from dried blood spot samples with the Roche Elecsys Immunochemistry method.	Pract Lab Med
33941862	High incidence of stroke and mortality in pediatric critical care patients with COVID-19 in Peru.	Pediatr Res
33941816	8806 Russian patients demonstrate T cell count as better marker of COVID-19 clinical course severity than SARS-CoV-2 viral load.	Sci Rep
33941657	Comparative Analysis of Antigen-Specific Anti-SARS-CoV-2 Antibody Isotypes in COVID-19 Patients.	J Immunol
33941633	Association of frailty status with adverse clinical outcomes in patients with COVID-19: protocol for a systematic review and dose-response meta-analysis.	BMJ Open
33941600	Post-acute sequelae of SARS-CoV-2 infection: Caring for the 'long-haulers'.	Cleve Clin J Med
33941554	COVID-19 Cardiac Injury: An Important Cause of COVID-19 Related Morbidityand Mortality.	Ann Clin Lab Sci
33941453	SARS-CoV-2 Infection and Antibody Seroprevalence among UK Healthcare Professionals Working with Cancer Patients during the First Wave of the COVID-19 Pandemic.	Clin Oncol (R Coll Radiol)
33941303	The comparison of two risk prediction models specific for COVID-19: The Brescia-COVID Respiratory Severity Scale versus the Quick COVID-19 Severity Index.	Disaster Med Public Health Prep
33941228	What are the risk factors for admission to the pediatric intensive unit among pediatric patients with COVID-19?	Ital J Pediatr
33941096	Epidemiological and clinical characteristics of imported cases of COVID-19: a multicenter study.	BMC Infect Dis
33941093	Projecting COVID-19 disease severity in cancer patients using purposefully-designed machine learning.	BMC Infect Dis
33940658	[Oro- and Nasopharyngeal Swab for Detection of SARS-CoV-2 - Step-by-step Approach].	Pneumologie
33940651	Incidence of Hypertensive Disorders of Pregnancy in Women with COVID-19.	Am J Perinatol
33940605	Evaluation of a High-Definition PCR Assay for the Detection of SARS-CoV-2 in Extracted and Nonextracted Respiratory Specimens Collected in Various Transport Media.	Am J Clin Pathol
33940495	The outcome of a national MS-Covid-19 study: What the Turkish MS cohort reveals?	Mult Scler Relat Disord
33940413	An optimized and robust PEG precipitation method for detection of SARS-CoV-2 in wastewater.	Sci Total Environ
33940263	"Subarachnoid Hemorrhage and COVID-19: An Analysis of 282,718 Patients."	World Neurosurg
33940252	Characteristics of COVID-19 smell and taste dysfunction in hospitalized patients.	Am J Otolaryngol
33940189	Does vitamin D serum level affect prognosis of COVID-19 patients?	Int J Infect Dis
33940134	Analysis of pathogens and risk factors of secondary pulmonary infection in patients with COVID-19.	Microb Pathog
33940091	SARS-CoV-2 universal screening upon adult hospital admission in Southern Israel.	J Hosp Infect
33940004	"Implications in the quantification of SARS-CoV2 copies in concurrent nasopharyngeal swabs, whole mouth fluid and respiratory droplets."	Virus Res
33939954	Clinical laboratory evaluation of COVID-19.	Clin Chim Acta
33939951	Clinical Outcomes of COVID-19 Patients Treated with Convalescent Plasma or Remdesivir Alone and in Combination at a Community Hospital in California's Central Valley.	J Pharm Pharm Sci
33939799	Retrospective Detection of SARS-CoV-2 in Symptomatic Patients prior to Widespread Diagnostic Testing in Southern California.	Clin Infect Dis
33939733	Clinical determinants of the severity of COVID-19: A systematic review and meta-analysis.	PLoS One
33939645	High Mobility Group Box 1 and Interleukin 6 at Intensive Care Unit Admission as Biomarkers in Critically Ill COVID-19 Patients.	Am J Trop Med Hyg
33939619	Predicting Risk of Hospital Admission in Patients With Suspected COVID-19 in a Community Setting: Protocol for Development and Validation of a Multivariate Risk Prediction Tool.	JMIR Res Protoc
33939582	"Splenectomy and risk of COVID-19 infection, hospitalisation, and death."	Infect Dis (Lond)
33939488	"In the ED, LUS and CT did not differ for sensitivity or specificity for diagnosing COVID-19 pneumonia."	Ann Intern Med
33939482	Saliva and nasopharyngeal samples have similar sensitivity for detecting SARS-CoV-2.	Ann Intern Med
33939481	"In suspected SARS-CoV-2, rapid antigen detection tests had 67% to 73% sensitivity and 98% to 100% specificity."	Ann Intern Med
33939271	"Analysis of laboratory blood parameter results for patients diagnosed with COVID-19, from all ethnic group populations: A single centre study."	Int J Lab Hematol
33939121	Prevalence and Mortality due to COVID-19 in HIV Co-Infected Population: A Systematic Review and Meta-Analysis.	Infect Dis Ther
33939057	COVID-19 and the pituitary.	Pituitary
33938937	Factors Associated With Access to and Timing of Coronavirus Testing Among US Adults After Onset of Febrile Illness.	JAMA Netw Open
33938934	Clinical Characteristics and Transmission of COVID-19 in Children and Youths During 3 Waves of Outbreaks in Hong Kong.	JAMA Netw Open
33938933	Trends in Patient Characteristics and COVID-19 In-Hospital Mortality in the United States During the COVID-19 Pandemic.	JAMA Netw Open
33938901	Analytical recommendations for SARS-CoV-2 identification by RT-PCR in pediatric patients.	Bol Med Hosp Infant Mex
33938667	The effect of sniffing Turkish coffee on olfactory disorders in COVID-19 patients: An experimental clinical study.	Ideggyogy Sz
33938523	Receptor-binding Domain Severe Acute Respiratory Syndrome Coronavirus 2-specific Antibodies in Human Milk From Mothers With Coronavirus Disease 2019 Polymerase Chain Reaction or With Symptoms Suggestive of Coronavirus Disease 2019.	J Pediatr Gastroenterol Nutr
33938476	Coronavirus disease 2019 respiratory disease in children: clinical presentation and pathophysiology.	Curr Opin Pediatr
33938418	COVID-19 in Patients With a Past History of Chemical War Injury: A Cross-Sectional Study in Southern Iran.	Disaster Med Public Health Prep
33938182	Low prevalence of asthma in Mexican children and adults with a positive rtRT-PCR test for SARS-CoV-2: a cross-sectional study during the 2020 pandemic.	Allergol Immunopathol (Madr)
33937887	"Multi-site assessment of rapid, point-of-care antigen testing for the diagnosis of SARS-CoV-2 infection in a low-prevalence setting: A validation and implementation study."	Lancet Reg Health West Pac
33937883	"Monitoring of human coronaviruses in Belgian primary care and hospitals, 2015-20: a surveillance study."	Lancet Microbe
33937866	Stratifying Deterioration Risk by Acuity at Admission Offers Triage Insights for Coronavirus Disease 2019 Patients.	Crit Care Explor
33937865	Comparing Seasonal Trends in Coronavirus Disease 2019 Patient Data at a Quaternary Hospital in New York City.	Crit Care Explor
33937864	"Mechanical Ventilation and Coronavirus Disease 2019: A Case-Control Analysis of Clinical Characteristics, Lung Mechanics, and Mortality."	Crit Care Explor
33937733	SARS-CoV-2 antibody-positivity protects against reinfection for at least seven months with 95% efficacy.	EClinicalMedicine
33937730	Mumbai mayhem of COVID-19 pandemic reveals important factors that influence susceptibility to infection.	EClinicalMedicine
33937729	The ROX index has greater predictive validity than NEWS2 for deterioration in Covid-19.	EClinicalMedicine
33937631	The Complexity of Co-Infections in the Era of COVID-19.	SN Compr Clin Med
33937586	Neuro-Ophthalmologic Manifestations of Novel Coronavirus.	Adv Ophthalmol Optom
33937584	Clinical review of COVID-19 patients presenting to a quaternary care private hospital in South India: A retrospective study.	Clin Epidemiol Glob Health
33937574	Effective screening strategies for detection of asymptomatic COVID-19 travelers at airport quarantine stations: Exploratory findings in Japan.	Glob Health Med
33937572	Elevated high-sensitivity troponin is associated with subclinical cardiac dysfunction in patients recovered from coronavirus disease 2019.	Glob Health Med
33937571	"Consistency of the results of rapid serological tests for SARS-CoV-2 among healthcare workers in a large national hospital in Tokyo, Japan."	Glob Health Med
33937570	"Characteristics of patients with novel coronavirus disease (COVID-19) during the first surge versus the second surge of infections in Osaka Prefecture, Japan."	Glob Health Med
33937569	Epidemiological correlation between COVID-19 epidemic and prevalence of alpha-1 antitrypsin deficiency in the world.	Glob Health Med
33937566	SARS-CoV-2 surreptitiously injures the heart of Japanese: echocardiography is useful in evaluating cardiac damage.	Glob Health Med
33937546	Error rates in SARS-CoV-2 testing examined with Bayes' theorem.	Heliyon
33937471	Performance of an automated chemiluminescent immunoassay for SARS-COV-2 IgM and head-to-head comparison of Abbott and Roche COVID-19 antibody assays.	Pract Lab Med
33937433	Comparison of All-Cause Mortality Between Individuals With COVID-19 and Propensity Score-Matched Individuals Without COVID-19 in South Korea.	Open Forum Infect Dis
33937408	Fluid and Electrolyte Disturbances in COVID-19 and Their Complications.	Biomed Res Int
33937346	"Perspective: Wearable Internet of Medical Things for Remote Tracking of Symptoms, Prediction of Health Anomalies, Implementation of Preventative Measures, and Control of Virus Spread During the Era of COVID-19."	Front Robot AI
33937299	Uremia-Associated Immunological Aging and Severity of COVID-19 Infection.	Front Med (Lausanne)
33937281	Comparison of Clinical Features and CT Temporal Changes Between Familial Clusters and Non-familial Patients With COVID-19 Pneumonia.	Front Med (Lausanne)
33937174	Epidemiological and Clinical Characteristics of COVID-19: A Retrospective Multi-Center Study in Pakistan.	Front Public Health
33937149	Effects of Coronavirus Disease 2019 (COVID-19) on Peripheral Blood Lymphocytes and Their Subsets in Children: Imbalanced CD4(+)/CD8(+) T Cell Ratio and Disease Severity.	Front Pediatr
33937096	Immune Profile in Patients With COVID-19: Lymphocytes Exhaustion Markers in Relationship to Clinical Outcome.	Front Cell Infect Microbiol
33937010	Incidence of Sino-Nasal Symptoms in COVID-19 Patients.	Indian J Otolaryngol Head Neck Surg
33937009	Olfactory and Gustatory Dysfunction in Covid-19: An Observational Study in a Tertiary Care Institute of Western Rajasthan.	Indian J Otolaryngol Head Neck Surg
33937008	A Study on Otorhinolaryngological Presentations in Covid 19 Patients in a Tertiary Health Care Center.	Indian J Otolaryngol Head Neck Surg
33937007	Conventional Naso-Oropharyngeal Sampling Versus Self-Collected Saliva Samples in COVID-19 Testing.	Indian J Otolaryngol Head Neck Surg
33937003	Setting up a molecular diagnostic laboratory for SARS-CoV-2 testing: Experience of a single centre in a resource-constrained setting.	Afr J Lab Med
33936954	Covid-19 Detection Using CT Scan based on Gray Level Co-Occurrence Matrix.	Mater Today Proc
33936883	Association of Blood Subgroups With PCR Test Positivity and Lung Involvement in Patients With COVID-19.	Cureus
33936793	Human immunodeficiency virus and mortality from coronavirus disease 2019: A systematic review and meta-analysis.	South Afr J HIV Med
33936745	Distinguishing coronavirus disease 2019 from influenza in children remains challenging.	New Microbes New Infect
33936577	Classification of COVID-19 Chest CT Images Based on Ensemble Deep Learning.	J Healthc Eng
33936563	Laboratory indicators in COVID-19 and other pneumonias: Analysis for differential diagnosis and comparison of dynamic changes during 400-day follow-up.	Comput Struct Biotechnol J
33936522	StayHome: A FHIR-Native Mobile COVID-19 Symptom Tracker and Public Health Reporting Tool.	Online J Public Health Inform
33936349	A Systematic Review and Meta-Analysis of Risk Factors Associated with Severity and Death in COVID-19 Patients.	Can J Infect Dis Med Microbiol
33936268	Ultrasonography used in the diagnosis of chronic rhinosinusitis: From experimental imaging to clinical practice.	Exp Ther Med
33936225	Hypocalcemia in Covid-19: A Prognostic Marker for Severe Disease.	Iran J Pathol
33936224	Radiological and Laboratory Findings of Patients with COVID-19 Infection at the Time of Admission.	Iran J Pathol
33936188	Detection of COVID-19 from CT Lung Scans Using Transfer Learning.	Comput Intell Neurosci
33936073	COVID-19 Among Patients With Inflammatory Rheumatic Diseases.	Front Immunol
33936045	Antibody Responses in COVID-19: A Review.	Front Immunol
33936026	Impact of Treatment Regimens on Antibody Response to the SARS-CoV-2 Coronavirus.	Front Immunol
33935584	A Novel Ensemble-based Classifier for Detecting the COVID-19 Disease for Infected Patients.	Inf Syst Front
33935561	Humoral immune responses in hospitalized COVID-19 patients.	Saudi J Biol Sci
33935377	Medical image-based detection of COVID-19 using Deep Convolution Neural Networks.	Multimed Syst
33935376	Learning vector quantization as an interpretable classifier for the detection of SARS-CoV-2 types based on their RNA sequences.	Neural Comput Appl
33935374	Wireless COVID-19 Telehealth: Leukocytes Encryption Guided by Amino Acid Matrix.	Wirel Pers Commun
33935238	Role of Reverse Transcriptase Polymerase Chain Reaction in Cornea Donors During the COVID-19 Pandemic.	Cornea
33935221	The pathology of the brain and the eye in SARS-Co-V2 infected patients: A review.	J Neuroophthalmol
33935220	Afferent and Efferent Neuro-Ophthalmic Complications of Coronavirus Disease 19.	J Neuroophthalmol
33935140	Evaluation of Nasal Mucociliary Clearance Time in COVID-19 Patients.	J Craniofac Surg
