pmid	title_e	journal
34027498	Highly specific monoclonal antibodies and epitope identification against SARS-CoV-2 nucleocapsid protein for antigen detection tests.	Cell Rep Med
34027422	Platelet and Haemostasis are the Main Targets in Severe Cases of COVID-19 Infection; a System Biology Study.	Arch Acad Emerg Med
34027421	Fibrinogen Dysregulation is a Prominent Process in Fatal Conditions of COVID-19 Infection; a Proteomic Analysis.	Arch Acad Emerg Med
34027383	Comprehensive interactome analysis of the spike protein of swine acute diarrhea syndrome coronavirus.	Biosaf Health
34027315	Phenome-wide and expression quantitative trait locus associations of coronavirus disease 2019 genetic risk loci.	iScience
34027207	A comprehensive review and update on severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and Coronavirus disease 2019 (COVID-19): what do we know now in 2021?	Arch Med Sci Atheroscler Dis
34027204	Interleukin-13 as a target to alleviate severe coronavirus disease 2019 and restore lung homeostasis.	J Clin Transl Res
34026833	A Strategy Based on Loop Analysis to Develop Peptide Epitopes: Application to SARS-CoV-2 Spike Protein.	Front Mol Biosci
34026798	Phytochemical Moieties From Indian Traditional Medicine for Targeting Dual Hotspots on SARS-CoV-2 Spike Protein: An Integrative in-silico Approach.	Front Med (Lausanne)
34026781	Human-Based Advanced in vitro Approaches to Investigate Lung Fibrosis and Pulmonary Effects of COVID-19.	Front Med (Lausanne)
34026780	"Implications of the Novel Mutations in the SARS-CoV-2 Genome for Transmission, Disease Severity, and the Vaccine Development."	Front Med (Lausanne)
34026588	Molecular Docking Analysis of Anti-Severe Acute Respiratory Syndrome-Coronavirus 2 Ligands against Spike Glycoprotein and the 3-Chymotrypsin-Like Protease.	J Med Signals Sens
34026584	"Calendulaglycoside A Showing Potential Activity Against SARS-CoV-2 Main Protease: Molecular Docking, Molecular Dynamics, and SAR Studies."	J Tradit Complement Med
34026476	"Viral inhibitors derived from macroalgae, microalgae, and cyanobacteria: A review of antiviral potential throughout pathogenesis."	Algal Res
34026182	Successful treatment of interstitial pneumonia with autoimmune features using rituximab as salvage therapy.	Clin Case Rep
34026045	Most Japanese individuals are genetically predisposed to recognize an immunogenic protein fragment shared between COVID-19 and common cold coronaviruses.	F1000Res
34025826	Flavonoids as an effective sensitizer for anti-cancer therapy: insights into multi-faceted mechanisms and applicability towards individualized patient profiles.	EPMA J
34025675	Longitudinal Analysis of COVID-19 Patients Shows Age-Associated T Cell Changes Independent of Ongoing Ill-Health.	Front Immunol
34025658	Molecular and Biological Mechanisms Underlying Gender Differences in COVID-19 Severity and Mortality.	Front Immunol
34025650	Anti-TNF-alpha agents Modulate SARS-CoV-2 Receptors and Increase the Risk of Infection Through Notch-1 Signaling.	Front Immunol
34025406	The Anti-Viral and Anti-Inflammatory Properties of Edible Bird's Nest in Influenza and Coronavirus Infections: From Pre-Clinical to Potential Clinical Application.	Front Pharmacol
34025115	A review on SARS-CoV-2 and stroke pathogenesis and outcome.	Egypt J Neurol Psychiatr Neurosurg
34025036	Theoretical investigation of favipiravir antiviral drug based on fullerene and boron nitride nanocages.	Diam Relat Mater
34025012	Discovery of (E)-N-(4-cyanobenzylidene)- 6-fluoro- 3-hydroxypyrazine-2 -carboxamide (cyanorona-20): the first potent and specific anti-COVID-19 drug.	Chem Zvesti
34024911	"Non-competitive interactions between hydroxychloroquine and azithromycin: Systematic density functional, molecular dynamics, and docking calculations."	Chem Phys Lett
34024514	Glucose-6-phosphate dehydrogenase inhibitor for treatment of severe COVID-19: Polydatin.	Clin Nutr ESPEN
34024246	Potent SARS-CoV-2 binding and neutralization through maturation of iconic SARS-CoV-1 antibodies.	MAbs
34024217	"Long COVID or post-COVID-19 syndrome: putative pathophysiology, risk factors, and treatments."	Infect Dis (Lond)
34024159	SARS-CoV-2 variants: A double-edged sword?	Exp Biol Med (Maywood)
34023987	Targeting the intestinal TMPRSS2 protease to prevent SARS-CoV-2 entry into enterocytes-prospects and challenges.	Mol Biol Rep
34023935	Glycosylation is a key in SARS-CoV-2 infection.	J Mol Med (Berl)
34023769	The emerging role of cellular senescence in complications of COVID-19.	Cancer Treat Res Commun
34023738	A cyclic peptide inhibitor of the SARS-CoV-2 main protease.	Eur J Med Chem
34023511	Exploration of hosts and transmission traits for SARS-CoV-2 based on the k-mer natural vector.	Infect Genet Evol
34023458	"SARS-CoV-2 suppresses mRNA expression of selenoproteins associated with ferroptosis, endoplasmic reticulum stress and DNA synthesis."	Food Chem Toxicol
34023401	Experimental Evidence for Enhanced Receptor Binding by Rapidly Spreading SARS-CoV-2 Variants.	J Mol Biol
34023234	Immunological map in COVID-19.	J Microbiol Immunol Infect
34022793	Possible inhibition of GM-CSF production by SARS-CoV-2 spike-based vaccines.	Mol Med
34022735	Susceptibility to SARS-CoV-2 infection in patients undergoing chemotherapy and radiation therapy.	J Infect Public Health
34022708	Discovery of anti-infective adipostatins through bioactivity-guided isolation and heterologous expression of a type III polyketide synthase.	Bioorg Chem
34022670	"Acquired decrease of the C3b/C4b receptor (CR1, CD35) and increased C4d deposits on erythrocytes from ICU COVID-19 patients."	Immunobiology
34022485	Structural and conformational analysis of SARS CoV 2 N-CTD revealing monomeric and dimeric active sites during the RNA-binding and stabilization: Insights towards potential inhibitors for N-CTD.	Comput Biol Med
34022369	Detection of SARS-CoV-2 genome and whole transcriptome sequencing in frontal cortex of COVID-19 patients.	Brain Behav Immun
34022205	"Endothelial cell dysfunction, coagulation, and angiogenesis in coronavirus disease 2019 (COVID-19)."	Microvasc Res
34022154	Innate immune and inflammatory responses to SARS-CoV-2: Implications for COVID-19.	Cell Host Microbe
34022129	SARS-CoV-2 infects human adult donor eyes and hESC-derived ocular epithelium.	Cell Stem Cell
34022127	Profiling B cell immunodominance after SARS-CoV-2 infection reveals antibody evolution to non-neutralizing viral targets.	Immunity
34021454	Uncurtaining the effect of COVID-19 in diabetes mellitus: a complex clinical management approach.	Environ Sci Pollut Res Int
34021265	Humoral immune response to circulating SARS-CoV-2 variants elicited by inactivated and RBD-subunit vaccines.	Cell Res
34021237	SARS-CoV-2 and other human coronavirus show genome patterns previously associated to reduced viral recognition and altered immune response.	Sci Rep
34021148	Peripheral and lung resident memory T cell responses against SARS-CoV-2.	Nat Commun
34021143	Severe T cell hyporeactivity in ventilated COVID-19 patients correlates with prolonged virus persistence and poor outcomes.	Nat Commun
34021074	The ORF8 protein of SARS-CoV-2 mediates immune evasion through down-regulating MHC-Iota.	Proc Natl Acad Sci U S A
34020832	Chemotherapy vs. Immunotherapy in combating nCOVID19: An update.	Hum Immunol
34020746	[Influence of coronavirus disease 2019 on the nervous system of children].	Zhongguo Dang Dai Er Ke Za Zhi
34020688	COVID-19 in Africa: an ovarian victory?	J Ovarian Res
34020394	Insights on the mechanisms of action of ozone in the medical therapy against COVID-19.	Int Immunopharmacol
34020392	Intragastric and atomized administration of canagliflozin inhibit inflammatory cytokine storm in lipopolysaccharide-treated sepsis in mice: A potential COVID-19 treatment.	Int Immunopharmacol
34020254	Perspectives on vaccine induced thrombotic thrombocytopenia.	J Autoimmun
34020131	Identification and host response interaction study of SARS-CoV-2 encoded miRNA-like sequences: an in silico approach.	Comput Biol Med
34020130	The interaction of the bioflavonoids with five SARS-CoV-2 proteins targets: An in silico study.	Comput Biol Med
34020129	QSAR modeling and pharmacoinformatics of SARS coronavirus 3C-like protease inhibitors.	Comput Biol Med
34020127	Unraveling the molecular crosstalk between Atherosclerosis and COVID-19 comorbidity.	Comput Biol Med
34019999	Comparative analysis of human coronaviruses focusing on nucleotide variability and synonymous codon usage patterns.	Genomics
34019795	Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies.	Cell
34019767	The SARS-CoV-2 SSHHPS Recognized by the Papain-like Protease.	ACS Infect Dis
34019703	Evaluation of the relationship between KIM-1 and suPAR levels and clinical severity in COVID-19 patients: A different perspective on suPAR.	J Med Virol
34019655	KEA3: improved kinase enrichment analysis via data integration.	Nucleic Acids Res
34019643	eVITTA: a web-based visualization and inference toolbox for transcriptome analysis.	Nucleic Acids Res
34019602	ACE2 glycans preferentially interact with SARS-CoV-2 over SARS-CoV.	Chem Commun (Camb)
34019466	Multiple detection and spread of novel strains of the SARS-CoV-2 B.1.177 (B.1.177.75) lineage that test negative by a commercially available nucleocapsid gene real-time RT-PCR.	Emerg Microbes Infect
34019274	Sex Hormones and Lung Inflammation.	Adv Exp Med Biol
34019273	Sex and Gender Differences in Lung Disease.	Adv Exp Med Biol
34019272	Serine Protease Inhibitors to Treat Lung Inflammatory Diseases.	Adv Exp Med Biol
34019270	Redox Role of ROS and Inflammation in Pulmonary Diseases.	Adv Exp Med Biol
34019265	Molecular Mechanisms of Vascular Damage During Lung Injury.	Adv Exp Med Biol
34019263	Innate Immune Responses and Pulmonary Diseases.	Adv Exp Med Biol
34019218	"A brief, highly selective history of acute phase proteins as indicators of infection, inflammation and injury."	Inflammopharmacology
34019093	Karyopherin abnormalities in neurodegenerative proteinopathies.	Brain
34018907	Proposition of a new allosteric binding site for potential SARS-CoV-2 3CL protease inhibitors by utilizing molecular dynamics simulations and ensemble docking.	J Biomol Struct Dyn
34018828	Exploring SARS-CoV-2 Spikes Glycoproteins for Designing Potential Antiviral Targets.	Viral Immunol
34018723	NMR Based SARS-CoV-2 Antibody Screening.	J Am Chem Soc
34018687	"In silico Studies on the Interaction between Mpro and PLpro From SARS-CoV-2 and Ebselen, its Metabolites and Derivatives."	Mol Inform
34018464	Anti-IgE monoclonal antibodies as potential treatment in COVID-19.	Immunopharmacol Immunotoxicol
34018280	Humoral Immune Response of SARS-CoV-2-Infected Patients with Cancer: Influencing Factors and Mechanisms.	Oncologist
34018203	Molecular basis of cross-species ACE2 interactions with SARS-CoV-2-like viruses of pangolin origin.	EMBO J
34017865	In silico Exploration of Interactions Between Potential COVID-19 Antiviral Treatments and the Pore of the hERG Potassium Channel-A Drug Antitarget.	Front Cardiovasc Med
34017843	"ACE2 and SARS-CoV-2 Infection Risk: Insights From Patients With Two Rare Genetic Tubulopathies, Gitelman's and Bartter's Syndromes."	Front Med (Lausanne)
34017819	Molecular Docking and Dynamics Simulation Revealed the Potential Inhibitory Activity of ACEIs Against SARS-CoV-2 Targeting the hACE2 Receptor.	Front Chem
34017703	An immune-centric investigation of Coronavirus in the women with cancers; A review article.	J Family Med Prim Care
34017249	The Cholinergic Drug Pyridostigmine Alleviates Inflammation During LPS-Induced Acute Respiratory Distress Syndrome.	Front Pharmacol
34017166	Analysis of Emerging Variants in Structured Regions of the SARS-CoV-2 Genome.	Evol Bioinform Online
34017137	CD8(+) T cells contribute to survival in patients with COVID-19 and hematologic cancer.	Nat Med
34017039	Metabolomics and computational analysis of the role of monoamine oxidase activity in delirium and SARS-COV-2 infection.	Sci Rep
34016949	"Sequential infection with H1N1 and SARS-CoV-2 aggravated COVID-19 pathogenesis in a mammalian model, and co-vaccination as an effective method of prevention of COVID-19 and influenza."	Signal Transduct Target Ther
34016942	"Editorial: The Pathogenesis of Long-Term Neuropsychiatric COVID-19 and the Role of Microglia, Mitochondria, and Persistent Neuroinflammation: A Hypothesis."	Med Sci Monit
34016740	Structural and functional ramifications of antigenic drift in recent SARS-CoV-2 variants.	Science
34016683	"Complete Genome Sequence of a SARS-CoV-2 Strain Sampled in Morocco in May 2020, Obtained Using Sanger Sequencing."	Microbiol Resour Announc
34016243	Development of a Unique Rapid Test to Detect Anti-bodies Directed Against an Extended RBD of SARS-CoV-2 Spike Protein.	Chimia (Aarau)
34016183	Genetic susceptibility of COVID-19: a systematic review of current evidence.	Eur J Med Res
34016096	Systematic review: cystic fibrosis in the SARS-CoV-2/COVID-19 pandemic.	BMC Pulm Med
34016042	"Genomic epidemiology of SARS-CoV-2 in Esteio, Rio Grande do Sul, Brazil."	BMC Genomics
34015983	SARS-COV-2-related immune-inflammatory thyroid disorders: facts and perspectives.	Expert Rev Clin Immunol
34015982	Tranilast: a potential anti-Inflammatory and NLRP3 inflammasome inhibitor drug for COVID-19.	Immunopharmacol Immunotoxicol
34015930	Epigallocatechin Gallate Inhibits the Uridylate-Specific Endoribonuclease Nsp15 and Efficiently Neutralizes the SARS-CoV-2 Strain.	J Agric Food Chem
34015823	COVID-19 biomarkers and their overlap with comorbidities in a disease biomarker data model.	Brief Bioinform
34015809	Global characterization of B cell receptor repertoire in COVID-19 patients by single-cell V(D)J sequencing.	Brief Bioinform
34015720	Marine sulfated polysaccharides as potential antiviral drug candidates to treat Corona Virus disease (COVID-19).	Carbohydr Res
34015671	Facilitating SARS CoV-2 RNA-Dependent RNA polymerase (RdRp) drug discovery by the aid of HCV NS5B palm subdomain binders: In silico approaches and benchmarking.	Comput Biol Med
34015627	Cerebral venous thrombosis in COVID-19.	Diabetes Metab Syndr
34015620	Frequency of HLA alleles among COVID-19 infected patients: Preliminary data from Saudi Arabia.	Virology
34015585	COVID-19 and metabolic comorbidities: An update on emerging evidences for optimal therapies.	Biomed Pharmacother
34015535	Novel SARS-CoV-2 variants: the pandemics within the pandemic.	Clin Microbiol Infect
34015528	Long COVID and the brain network of Proust's madeleine: targeting the olfactory pathway.	Clin Microbiol Infect
34015317	Azithromycin: Immunomodulatory and antiviral properties for SARS-CoV-2 infection.	Eur J Pharmacol
34015316	Evaluation of Th1 and Th2 mediated cellular and humoral immunity in patients with COVID-19 following the use of melatonin as an adjunctive treatment.	Eur J Pharmacol
34015271	B cell genomics behind cross-neutralization of SARS-CoV-2 variants and SARS-CoV.	Cell
34015061	DC/L-SIGN recognition of spike glycoprotein promotes SARS-CoV-2 trans-infection and can be inhibited by a glycomimetic antagonist.	PLoS Pathog
34015003	DPP-4 inhibitors may improve the mortality of coronavirus disease 2019: A meta-analysis.	PLoS One
34014798	Interleukin-6 Inhibition Reduces Neuronal Injury In A Murine Model of Ventilator-Induced Lung Injury.	Am J Respir Cell Mol Biol
34014628	Covid-19 Monoclonal Antibodies: Monoclonal Antibodies to SARS-CoV-2	LiverTox: Clinical and Research Information on Drug-Induced Liver Injury
34014150	Marine algal antagonists targeting 3CL protease and spike glycoprotein of SARS-CoV-2: a computational approach for anti-COVID-19 drug discovery.	J Biomol Struct Dyn
34013835	"Hypoxia reduces cell attachment of SARS-CoV-2 spike protein by modulating the expression of ACE2, neuropilin-1, syndecan-1 and cellular heparan sulfate."	Emerg Microbes Infect
34013612	Coronary microvascular dysfunction pathophysiology in COVID-19.	Microcirculation
34013402	Heterogeneity of SARS-CoV-2 virus produced in cell culture revealed by shotgun proteomics and supported by genome sequencing.	Anal Bioanal Chem
34013346	In silico binding profile characterization of SARS-CoV-2 spike protein and its mutants bound to human ACE2 receptor.	Brief Bioinform
34013339	Differential Cytokine Signatures of SARS-CoV-2 and Influenza Infection Highlight Key Differences in Pathobiology.	Clin Infect Dis
34013321	"Novel Canine Coronavirus Isolated from a Hospitalized Pneumonia Patient, East Malaysia."	Clin Infect Dis
34013072	Sequence and structural analysis of COVID-19 E and M proteins with MERS virus E and M proteins-A comparative study.	Biochem Biophys Rep
34012547	"Do gene-environment interactions play a role in COVID-19 distribution? The case of Alpha-1 Antitrypsin, air pollution and COVID-19."	Multidiscip Respir Med
34012458	Immune Response to COVID-19 During Pregnancy.	Front Immunol
34012456	Regulation of Tissue Immune Responses by Local Glucocorticoids at Epithelial Barriers and Their Impact on Interorgan Crosstalk.	Front Immunol
34012431	CD4(+) T Cells of Prostate Cancer Patients Have Decreased Immune Responses to Antigens Derived From SARS-CoV-2 Spike Glycoprotein.	Front Immunol
34012410	"COVID-19 and Hypertension: The What, the Why, and the How."	Front Physiol
34012391	Natural Products Modulating Angiotensin Converting Enzyme 2 (ACE2) as Potential COVID-19 Therapies.	Front Pharmacol
34012165	Cutaneous Manifestations in Patients With COVID-19: Clinical Characteristics and Possible Pathophysiologic Mechanisms.	Actas Dermosifiliogr
34012108	A super-potent tetramerized ACE2 protein displays enhanced neutralization of SARS-CoV-2 virus infection.	Sci Rep
34011939	Cross-reactive serum and memory B-cell responses to spike protein in SARS-CoV-2 and endemic coronavirus infection.	Nat Commun
34011679	Shedding of Viable Virus in Asymptomatic SARS-CoV-2 Carriers.	mSphere
34011563	Preexisting and Post-COVID-19 Immune Responses to SARS-CoV-2 in Patients with Cancer.	Cancer Discov
34011548	Structural Analysis of the OC43 Coronavirus 2'-O-RNA Methyltransferase.	J Virol
34011547	"Unique Mutations in the Murine Hepatitis Virus Macrodomain Differentially Attenuate Virus Replication, Indicating Multiple Roles for the Macrodomain in Coronavirus Replication."	J Virol
34011224	Robust classification-based molecular modelling of diverse chemical entities as potential SARS-CoV-2 3CL(pro) inhibitors: theoretical justification in light of experimental evidences.	SAR QSAR Environ Res
34011150	Development and Application of Human Coronavirus Protein Microarray for Specificity Analysis.	Anal Chem
34010947	Diverse functional autoantibodies in patients with COVID-19.	Nature
34010841	Previous and First Detected Cardiovascular Diseases in Patients with New Coronavirus Pneumonia: Possible Mechanisms and Place in a Unified Prognostic Model.	Int Arch Allergy Immunol
34010739	SARS-CoV-2 infection in alpha1-antitrypsin deficiency.	Respir Med
34010661	Virucidal and antiviral activity of astodrimer sodium against SARS-CoV-2 in vitro.	Antiviral Res
34010620	High-resolution profiling of pathways of escape for SARS-CoV-2 spike-binding antibodies.	Cell
34010501	Computational Approaches to Discover Novel Natural Compounds for SARS-CoV-2 Therapeutics.	ChemistryOpen
34010445	Endocrine and metabolic aspects of COVID-19.	Endokrynol Pol
34010360	"SARS-CoV-2 infection, neuropathogenesis and transmission among deer mice: Implications for spillback to New World rodents."	PLoS Pathog
34010326	Unraveling the unbinding pathways of SARS-CoV-2 Papain-like proteinase known inhibitors by Supervised Molecular Dynamics simulation.	PLoS One
34010142	Pharmacological activation of STING blocks SARS-CoV-2 infection.	Sci Immunol
34010139	A diamidobenzimidazole STING agonist protects against SARS-CoV-2 infection.	Sci Immunol
34010070	Effect of aspirin on short-term outcomes in hospitalized patients with COVID-19.	Vasc Med
34010015	Peroxisomes exhibit compromised structure and matrix protein content in SARS-CoV-2-infected cells.	Mol Biol Cell
34010002	Toll-like Receptor-4 (TLR4) Agonist-Based Intranasal Nanovaccine Delivery System for Inducing Systemic and Mucosal Immunity.	Mol Pharm
34009691	Genome-wide screening of SARS-CoV-2 infection-related genes based on the blood leukocytes sequencing data set of patients with COVID-19.	J Med Virol
34009387	ReFOLD3: refinement of 3D protein models with gradual restraints based on predicted local quality and residue contacts.	Nucleic Acids Res
34009288	Multi-omics data integration and network-based analysis drives a multiplex drug repurposing approach to a shortlist of candidate drugs against COVID-19.	Brief Bioinform
34009266	DeepImmuno: deep learning-empowered prediction and generation of immunogenic peptides for T-cell immunity.	Brief Bioinform
34009036	A pilot study to assess the circulating renin-angiotensin system in COVID-19 acute respiratory failure.	Am J Physiol Lung Cell Mol Physiol
34009033	Critical appraisal of the mechanisms of gastrointestinal and hepatobiliary infection by COVID-19.	Am J Physiol Gastrointest Liver Physiol
34008647	Antiviral drug design based on the opening mechanism of spike glycoprotein in SARS-CoV-2.	Phys Chem Chem Phys
34008627	Discovery of SARS-CoV-2 main protease inhibitors using a synthesis-directed de novo design model.	Chem Commun (Camb)
34008220	Structures of MERS-CoV macro domain in aqueous solution with dynamics: Impacts of parallel tempering simulation techniques and CHARMM36m and AMBER99SB force field parameters.	Proteins
34008129	"Meticulous assessment of natural compounds from NPASS database for identifying analogue of GRL0617, the only known inhibitor for SARS-CoV2 papain-like protease (PLpro) using rigorous computational workflow."	Mol Divers
34007862	Engineering mesenchymal stromal cells with neutralizing and anti-inflammatory capability against SARS-CoV-2 infection.	Mol Ther Methods Clin Dev
34007808	Cytokine Storm of COVID-19 and Its Impact on Patients with and without Chronic Liver Disease.	J Clin Transl Hepatol
34007807	Coronavirus Disease-2019 (COVID-19) and the Liver.	J Clin Transl Hepatol
34007806	Progress in the Clinical Features and Pathogenesis of Abnormal Liver Enzymes in Coronavirus Disease 2019.	J Clin Transl Hepatol
34007460	Control theory helps to resolve the measles paradox.	R Soc Open Sci
34007129	Mesenchymal stromal cell secretome in liver failure: Perspectives on COVID-19 infection treatment.	World J Gastroenterol
34007088	Design and synthesis of pyrazolone-based compounds as potent blockers of SARS-CoV-2 viral entry into the host cells.	J Mol Struct
34007086	Antiviral nucleoside analogs.	Chem Heterocycl Compd (N Y)
34007082	"Modeling the binding of protoporphyrin IX, verteporfin, and chlorin e6 to SARS-CoV-2 proteins."	Chem Heterocycl Compd (N Y)
34007019	Is COVID-19 a risk factor for progression of benign prostatic hyperplasia and exacerbation of its related symptoms?: a systematic review.	Prostate Cancer Prostatic Dis
34006961	Implementing a method for engineering multivalency to substantially enhance binding of clinical trial anti-SARS-CoV-2 antibodies to wildtype spike and variants of concern proteins.	Sci Rep
34006825	Type-I interferon signatures in SARS-CoV-2 infected Huh7 cells.	Cell Death Discov
34006644	Old vaccines for new infections: Exploiting innate immunity to control COVID-19 and prevent future pandemics.	Proc Natl Acad Sci U S A
34006597	Clonal analysis of immunodominance and cross-reactivity of the CD4 T cell response to SARS-CoV-2.	Science
34004573	Image processing unravels the evolutionary pattern of SARS-CoV-2 against SARS and MERS through position-based pattern recognition.	Comput Biol Med
34004375	Membrane cofactor protein (MCP; CD46): deficiency states and pathogen connections.	Curr Opin Immunol
34004362	Analyzing host-viral interactome of SARS-CoV-2 for identifying vulnerable host proteins during COVID-19 pathogenesis.	Infect Genet Evol
34004360	Differential host circRNA expression profiles in human lung epithelial cells infected with SARS-CoV-2.	Infect Genet Evol
34004284	"Vaccine-escape and fast-growing mutations in the United Kingdom, the United States, Singapore, Spain, India, and other COVID-19-devastated countries."	Genomics
34004232	Further insights into the molecular complexity of the human sinus node - The role of 'novel' transcription factors and microRNAs.	Prog Biophys Mol Biol
34004207	Role of leukotriene pathway and montelukast in pulmonary and extrapulmonary manifestations of Covid-19: The enigmatic entity.	Eur J Pharmacol
34004174	Mapping the SARS-CoV-2 spike glycoprotein-derived peptidome presented by HLA class II on dendritic cells.	Cell Rep
34004074	"Does tocilizumab have a role in dermatology? A review of clinical applications, its adverse side effects and practical considerations."	Dermatol Ther
34004056	Disruption of disulfides within RBD of SARS-CoV-2 spike protein prevents fusion and represents a target for viral entry inhibition by registered drugs.	FASEB J
34003853	Interactions of SARS-CoV-2 envelope protein with amilorides correlate with antiviral activity.	PLoS Pathog
34003827	"Computational designing of a peptide that potentially blocks the entry of SARS-CoV, SARS-CoV-2 and MERS-CoV."	PLoS One
34003804	Nasal ciliated cells are primary targets for SARS-CoV-2 replication in the early stage of COVID-19.	J Clin Invest
34003736	ZMPSTE24 Regulates SARS-CoV-2 Spike Protein-enhanced Expression of Endothelial Plasminogen Activator Inhibitor-1.	Am J Respir Cell Mol Biol
34003706	Serum ACE activity and plasma ACE concentration in patients with SARS-CoV-2 infection.	Scand J Clin Lab Invest
34003375	Hypoxia-dependent signaling in perioperative and critical care medicine.	J Anesth
34003284	Effects of SARS-CoV-2 infection on human reproduction.	J Mol Cell Biol
34003254	Opposing forces fight over the same ground to regulate interferon signaling.	Biochem J
34003073	Mining of linear B cell epitopes of SARS-CoV-2 ORF8 protein from COVID-19 patients.	Emerg Microbes Infect
34002456	Metal Complexes as Antiviral Agents for SARS-CoV-2.	Chembiochem
34002169	Sample processing and single cell RNA-sequencing of peripheral blood immune cells from COVID-19 patients.	STAR Protoc
34002130	SARS-CoV-2 cell entry and targeted antiviral development.	Acta Pharm Sin B
34002118	Computational optimization of angiotensin-converting enzyme 2 for SARS-CoV-2 Spike molecular recognition.	Comput Struct Biotechnol J
34002102	Global dynamics of SARS-CoV-2/cancer model with immune responses.	Appl Math Comput
34002013	Genome-wide bioinformatic analyses predict key host and viral factors in SARS-CoV-2 pathogenesis.	Commun Biol
34001897	Heterologous vaccination regimens with self-amplifying RNA and adenoviral COVID vaccines induce robust immune responses in mice.	Nat Commun
34001847	Rapid isolation and immune profiling of SARS-CoV-2 specific memory B cell in convalescent COVID-19 patients via LIBRA-seq.	Signal Transduct Target Ther
34001841	ACE2 polymorphism and susceptibility for SARS-CoV-2 infection and severity of COVID-19.	Pharmacogenet Genomics
34001691	Comparison of Circulating Immune Cells Profiles and Kinetics Between Coronavirus Disease 2019 and Bacterial Sepsis.	Crit Care Med
34001664	Detection of differentially abundant cell subpopulations in scRNA-seq data.	Proc Natl Acad Sci U S A
34001511	"Nodosome Inhibition as a Novel Broad-Spectrum Antiviral Strategy against Arboviruses, Enteroviruses, and SARS-CoV-2."	Antimicrob Agents Chemother
34001248	Initial study on TMPRSS2 p.Val160Met genetic variant in COVID-19 patients.	Hum Genomics
34001247	An atlas connecting shared genetic architecture of human diseases and molecular phenotypes provides insight into COVID-19 susceptibility.	Genome Med
34001199	Lung histopathological findings in COVID-19 disease - a systematic review.	Infect Agent Cancer
34001144	The intersection of COVID-19 and cancer: signaling pathways and treatment implications.	Mol Cancer
34000641	Microbiota as a potentially-modifiable factor influencing COVID-19.	Curr Opin Virol
34000623	Defective NET clearance contributes to sustained FXII activation in COVID-19-associated pulmonary thrombo-inflammation.	EBioMedicine
34000512	SARS-Cov-2 spike protein fragment 674-685 protects mitochondria from releasing cytochrome c in response to apoptogenic influence.	Biochem Biophys Res Commun
34000358	Abnormal apelin-ACE2 and SGLT2 signaling contribute to adverse cardiorenal injury in patients with COVID-19.	Int J Cardiol
34000327	Review of antiviral peptides for use against zoonotic and selected non-zoonotic viruses.	Peptides
34000237	A tricompartmental model of lung oxygenation disruption to explain pulmonary and systemic pathology in severe COVID-19.	Lancet Respir Med
34000089	The complicated relationships of heparin-induced thrombocytopenia and platelet factor 4 antibodies with COVID-19.	Int J Lab Hematol
33999778	"Distinct phenotypes of platelet, monocyte, and neutrophil activation occur during the acute and convalescent phase of COVID-19."	Platelets
33999630	Mechanism of Ligand Recognition by Human ACE2 Receptor.	J Phys Chem Lett
33999370	Can COVID-19 Increase the Risk of Herpes Zoster? A Narrative Review.	Dermatol Ther (Heidelb)
33999369	A Convenient and Biosafe Replicon with Accessory Genes of SARS-CoV-2 and Its Potential Application in Antiviral Drug Discovery.	Virol Sin
33999203	PredictProtein - Predicting Protein Structure and Function for 29 Years.	Nucleic Acids Res
33999154	Two conserved oligomer interfaces of NSP7 and NSP8 underpin the dynamic assembly of SARS-CoV-2 RdRP.	Nucleic Acids Res
33999091	Key residues of the receptor binding domain in the spike protein of SARS-CoV-2 mediating the interactions with ACE2: a molecular dynamics study.	Nanoscale
33998954	A large-scale computational screen identifies strong potential inhibitors for disrupting SARS-CoV-2 S-protein and human ACE2 interaction.	J Biomol Struct Dyn
33998950	Computational basis of SARS-CoV 2 main protease inhibition: an insight from molecular dynamics simulation based findings.	J Biomol Struct Dyn
33998787	Sequential Therapy of Acute Kidney Injury with a DNA Nanodevice.	Nano Lett
33998773	Neurological consequences of neurovascular unit and brain vasculature damages: potential risks for pregnancy infections and COVID-19-babies.	FEBS J
33998533	"A review of monoclonal antibodies in COVID-19: Role in immunotherapy, vaccine development and viral detection."	Hum Antibodies
33998404	[Cardiac Involvement in COVID-19].	Kardiologiia
33998182	Northern pig-tailed macaques ( Macaca leonina) infected with SARS-CoV-2 show rapid viral clearance and persistent immune response.	Zool Res
33998180	Particulate matter exposure exacerbates susceptibility to SARS-CoV-2 infection in humanized ACE2 mice.	Zool Res
33998143	Current status of the COVID-19 and male reproduction: A review of the literature.	Andrology
33997890	Variable post-translational modifications of SARS-CoV-2 nucleocapsid protein.	Glycobiology
33997827	"Genomic variation, origin tracing, and vaccine development of SARS-CoV-2: A systematic review."	Innovation (N Y)
33997824	Decay of Fc-dependent antibody functions after mild to moderate COVID-19.	Cell Rep Med
33997662	Energetic and structural features of SARS-CoV-2 N-protein co-assemblies with nucleic acids.	iScience
33997298	"-------A type I IFN, prothrombotic hyperinflammatory neutrophil signature is distinct for COVID-19 ARDS--."	Wellcome Open Res
