pmid	title_e	journal
34257978	Clinical patterns of endothelial damage and thrombotic events in two patients with COVID-19: A case report.	Clin Case Rep
34257954	Peripheral facial paralysis as the only symptom revealing sars cov 2 infection: Case report.	Ann Med Surg (Lond)
34257751	Left ventricular thrombus with normal systolic function secondary to the novel prothrombotic association of acute on chronic calcific pancreatitis and COVID-19.	J Cardiol Cases
34257135	COVID-19: a confirmed case of reinfection in a nurse.	BMJ Case Rep
34257129	Thrombosis and thrombocytopaenia after ChAdOx1 nCoV-19 vaccination: a single UK centre experience.	BMJ Case Rep
34257116	Brugada pattern in an afebrile patient with acute COVID-19.	BMJ Case Rep
34257109	Coinfection of SARS-CoV-2 and MTB: how not to miss the wood for the trees.	BMJ Case Rep
34256831	Development of cavitary lung disease as a long-term complication of coronavirus disease 2019 in a young previously healthy patient: a case report.	J Med Case Rep
34256791	Fluorescence of ocular surface in a Covid -19 patient after Favipiravir treatment: a case report.	Virol J
34256733	Mortality of a postpartum woman presented with massive vulvar edema in association with Covid-19: a case report with clinical and radiological findings.	BMC Infect Dis
34256728	Proning related bilateral anterior ischaemic optic neuropathy in a patient with COVID-19 related acute respiratory distress syndrome.	BMC Ophthalmol
34256643	Adjuvant hemoadsorption therapy in patients with severe COVID-19 and related organ failure requiring CRRT or ECMO therapy: A case series.	Int J Artif Organs
34256515	An unusual course of SARS-CoV-2 infection: Challenging diagnosis of Guillain-Barre Syndrome.	Tuberk Toraks
34255953	Pediatric COVID-19 Delirium: Case Report of 2 Adolescents.	WMJ
34255596	A possible interaction between favipiravir and methotrexate: Drug-induced hepatotoxicity in a patient with osteosarcoma.	J Oncol Pharm Pract
34255587	Endogenous Endophthalmitis A Complication of COVID-19 Pandemic: A Case Series.	Ocul Immunol Inflamm
34255033	Autoimmune- and complement-mediated hematologic condition recrudescence following SARS-CoV-2 vaccination.	Blood Adv
34254935	Resolving delayed sleep-wake phase disorder with a pandemic: two case reports.	J Clin Sleep Med
34254718	Maternal deaths due to COVID-19 disease: The cases in a single center pandemic hospital in the south east of Turkey.	J Obstet Gynaecol Res
34254424	Early success transplanting kidneys from donors with new SARS-CoV-2 RNA positivity: A report of 10 cases.	Am J Transplant
34254011	Pre and retroperitoneal necrotizing fasciitis after COVID-19 infection: A case report.	Radiol Case Rep
34253533	COVID-19-associated myocarditis presenting as new-onset heart failure and atrial fibrillation.	BMJ Case Rep
34253238	Cerebral venous thrombosis in a patient with Down syndrome and coronavirus disease 2019: a case report.	J Med Case Rep
34253225	Recurrent COVID-19 infection in a health care worker: a case report.	J Med Case Rep
34253167	Corona virus disease 2019-associated Stevens-Johnson syndrome: a case report.	BMC Ophthalmol
34253052	The differential diagnosis of pneumonia in two patients infected by atypical pathogens.	Future Microbiol
34252339	A Unique Case of Branch Retinal Artery Occlusion Associated with a Relatively Mild Coronavirus Disease 2019.	Ocul Immunol Inflamm
34251683	Relapse of microscopic polyangiitis after vaccination against COVID-19: A case report.	J Med Virol
34251348	Tocilizumab as a Treatment for 'Cytokine Storm Syndrome' in COVID-19: A Case Report.	Acta Med Indones
34250459	Alternating hemiparesis in the context of hemolytic uremic syndrome and COVID-19 positivity.	Epilepsy Behav Rep
34250455	Intracerebral bleeding after janus-kinase inhibitor baricitinib for COVID-19.	Brain Hemorrhages
34250243	Encephalitis as a neurological manifestation of COVID-19.	Med Clin (Engl Ed)
34250225	REPLY TO: What is the effect of obesity on the natriuretic peptide pathway?	AACE Clin Case Rep
34250219	Blunt and penetrating chest trauma with concomitant COVID-19 infections: Two case reports.	Trauma Case Rep
34249807	Case Report: Acute Intracardiac Thrombosis in Children With Coronavirus Disease 2019 (COVID-19).	Front Pediatr
34249665	New Onset Vertigo After COVID-19 Infection. A Case Report.	Indian J Otolaryngol Head Neck Surg
34249614	Central catecholaminergic blockade with clonidine prevent SARS-CoV-2 complication: A case series.	IDCases
34249579	Asystole During Nasopharyngeal Swab: Is COVID-19 to Blame?	Cureus
34249563	You Only Find What You Look for: Anchor Bias During the COVID-19 Pandemic.	Cureus
34249531	A Case Report on Extensive Arterial Thrombosis: A Rare Complication of COVID-19 Infection.	Cureus
34249527	Coronavirus Disease 2019 Pneumonia and Acute Pancreatitis in a Young Girl.	Cureus
34249404	Two Cases of Well Controlled Chronic Spontaneous Urticaria Triggered by the Moderna COVID-19 Vaccine.	Allergy Rhinol (Providence)
34249355	The impact of mental health on COVID 19 disease progression: Case report.	Ann Med Surg (Lond)
34249353	Post-COVID-19 vaccine Guillain-Barre syndrome; first reported case from Qatar.	Ann Med Surg (Lond)
34249017	Case Report: Sars-CoV-2 Infection in a Vaccinated Individual: Evaluation of the Immunological Profile and Virus Transmission Risk.	Front Immunol
34248962	Case Report: Adult Post-COVID-19 Multisystem Inflammatory Syndrome and Thrombotic Microangiopathy.	Front Immunol
34248577	Fatal Case of COVID-19 Pneumonia Associated with Acute Myelopathy.	Case Rep Neurol
34248566	Ischemic Stroke in a 29-Year-Old Patient with COVID-19: A Case Report.	Case Rep Neurol
34248564	Cerebral Vasculitis in a COVID-19 Confirmed Postpartum Patient: A Case Report.	Case Rep Neurol
34248543	Carcinoembryonic Antigen Elevation in a Patient with SARS-CoV-2 and a History of Colon Cancer.	Case Rep Oncol
34248351	Penile Mondor's in a Covid-19 patient on prophylactic anti-thrombosis with rivaroxaban: a case report.	Afr J Urol
34247970	Sequential dosing of convalescent COVID-19 plasma with significant temporal clinical improvements in a persistently SARS-COV-2 positive patient.	Transfus Apher Sci
34247238	Clinical Spectrum of Neurological Manifestations in Pediatric COVID-19 Illness: A Case Series.	J Trop Pediatr
34246387	Spontaneous Hemoptysis in a Patient With COVID-19.	Chest
34245599	Medical nutrition therapy for patients with malnutrition post-intensive care unit discharge: A case report of recovery from coronavirus disease 2019 (COVID-19).	Nutr Clin Pract
34245346	A rise in cases of nitrous oxide abuse: neurological complications and biological findings.	J Neurol
34244448	Cerebral venous sinus thrombosis after ChAdOx1 nCov-19 vaccination with a misleading first cerebral MRI scan.	Stroke Vasc Neurol
34244220	Effect of COVID-19 on (18)F-FDG PET/CT: Is there a need for considering COVID-19 status before planning (18)F-FDG PET/CT for oncological evaluation?	J Nucl Med Technol
34242830	Aneurysmal Subarachnoid Hemorrhage in Patients with Coronavirus Disease 2019 (COVID-19): A Case Series.	World Neurosurg
34242687	Minimal Change Disease With Severe Acute Kidney Injury Following the Oxford-AstraZeneca COVID-19 Vaccine: A Case Report.	Am J Kidney Dis
34241963	Positive flow cytometry crossmatch with discrepant antibody testing results following COVID-19 vaccination.	Am J Transplant
34241692	[Post-Corona-Virus-Disease19 arthritis. Manifestation under the clinical picture of a reactive arthritis].	Z Rheumatol
34240021	People living with HIV and COVID-19: A report on 2 clinical cases from South Africa.	Afr J Thorac Crit Care Med
34239770	Multisystem Inflammatory Syndrome in Adults (MIS-A) Associated with SARS-CoV-2 Infection in a Young Adult Case from Turkey.	Medeni Med J
34239756	Off-Label Use of a Double-Layer Micromesh Carotid Stent for Hybrid Treatment of Popliteal Artery Aneurism Complicated by Chronic Distal Embolization.	Case Rep Vasc Med
34239573	Children with COVID-19 Who Manifest Febrile Seizure.	Case Rep Med
34239495	Case Report: Guillain-Barre Syndrome Associated With COVID-19.	Front Neurol
34239380	SARS-CoV-2 Infection Inducing Immune Thrombocytopenic Purpura: Case Series.	Ochsner J
34239379	Suspected COVID-19-Induced Myopericarditis.	Ochsner J
34238784	Levosulpiride Relieved Persistent Hiccups in a Patient With COVID-19 and Vascular Cognitive Impairment.	Clin Neuropharmacol
34237990	Coronavirus disease 2019 (COVID-19) complicated with acute myocardial infarction: etiology and nursing experience of three case reports.	Ann Palliat Med
34237448	Outcomes and Surgical Considerations for Neurosurgical Patients Hospitalized with COVID-19-A Multicenter Case Series.	World Neurosurg
34237342	Detection of a SARS-CoV-2 P.1.1 variant lacking N501Y in a vaccinated health care worker in Italy.	J Infect
34237015	Case Report: Coronavirus Disease 2019-associated Rhinosinusitis Mucormycosis Caused by Rhizopus arrhizus: A Rare but Potentially Fatal Infection Occurring After Treatment with Corticosteroids.	Am J Trop Med Hyg
34236736	Development of eruptive pseudoangiomatosis following COVID-19 immunization - Apropos of 5 cases.	J Eur Acad Dermatol Venereol
34236735	Pernio-like skin lesions after the second dose of Pfizer-BioNTech COVID-19 vaccine.	J Eur Acad Dermatol Venereol
34236729	Generalized eczematous reactions to the Pfizer-BioNTech COVID-19 vaccine.	J Eur Acad Dermatol Venereol
34236728	New onset of remitting seronegative symmetrical synovitis with pitting oedema and palmoplantar psoriasis flare-up after Sars-Cov-2 vaccination.	J Eur Acad Dermatol Venereol
34236724	Erythema multiforme after CoronaVac vaccination.	J Eur Acad Dermatol Venereol
34236717	Widespread purpura annularis telangiectodes following mRNA SARS-CoV-2 vaccine.	J Eur Acad Dermatol Venereol
34236714	Vitiligo in a COVID-19-vaccinated patient with ulcerative colitis: coincidence?	Clin Exp Dermatol
34236711	Vesicolous-bullous skin reactions induced by COVID-19 mRNA vaccine: report of four cases and review of the literature.	Clin Exp Dermatol
34236484	Platelet Rich Plasma Hybridized Adipose Transplant (PHAT) for the Treatment of Hair Loss: A Case Series.	Aesthetic Plast Surg
34236274	Central Retinal Vein Occlusion Presumably Associated with Lupus Anticoagulant Induced by SARSCoV-2.	Ocul Immunol Inflamm
34235277	Diagnostics and management of tuberculosis and COVID-19 in a patient with pneumothorax (clinical case).	J Clin Tuberc Other Mycobact Dis
34235030	Subacute Thyroiditis After Receiving the Adenovirus-Vectored Vaccine for Coronavirus Disease (COVID-19).	Cureus
34234900	Acute myocardial infraction and pulmonary embolism in a same patient with COVID -19: a rare association.	J Community Hosp Intern Med Perspect
34232921	COVID-19 Can Cause Severe Intussusception in Infants: Case Report and Literature Review.	Pediatr Infect Dis J
34231815	NEUROLOGICAL DYSFUNCTION ASSOCIATED WITH COVID-19.	Rev Bras Ter Intensiva
34231814	Influenza B infection and Kawasaki disease in an adolescent during the COVID-19 pandemic: a case report.	Rev Bras Ter Intensiva
34231319	One-year persistence of neutralizing anti-SARS-CoV-2 antibodies in dialysis patients recovered from COVID-19.	Hemodial Int
34230877	Red face may be a specific sign of SARS-CoV-2 alpha variant.	IDCases
34230863	A unique case of miliary pulmonary tuberculosis induced by bacillus Calmette-Guerin intravesical instillation with COVID-19 superinfection.	SA J Radiol
34230788	Application Of A Non-Linear Multi-Model Ayurveda Intervention In Elderly COVID-19 Patients- A Retrospective Case Series.	J Ayurveda Integr Med
34230755	[Severe bowel complications in SARS-CoV-2 patients receiving protocolized care].	Rev Gastroenterol Mex
34230225	High Levels of IL-8 and MCP-1 in Cerebrospinal Fluid of COVID-19 Patients with Cerebrovascular Disease.	Exp Neurobiol
34230086	Miller Fischer and posterior reversible encephalopathy syndromes post COVID-19 infection.	Neurosciences (Riyadh)
34230050	Macroglossia secondary to prolonged prone positioning for management of COVID-19 respiratory failure.	BMJ Case Rep
34229940	Myocarditis after BNT162b2 vaccination in a healthy male.	Am J Emerg Med
34229622	Renal transplantation after recovery from COVID-19 - a case report with implications for transplant programs in the face of the ongoing corona-pandemic.	BMC Nephrol
34229469	COVID-19 Post-Infectious Encephalitis Presenting With Delirium as an Initial Manifestation.	J Investig Med High Impact Case Rep
34198348	Celiac Artery Thrombosis and Splenic Infarction as a Consequence of Mild COVID-19 Infection: Report of an Unusual Case.	Hamostaseologie
34197349	Placement of a Peripherally Inserted Central Catheter in a Prone Patient With COVID-19: Feasibility and Case Report.	J Infus Nurs
34196589	Subacute thyroiditis following COVID-19 vaccination in a 67-year-old male patient: a case report.	Hum Vaccin Immunother
34196421	Immunostimulation with interferon-gamma in protracted SARS-CoV-2 pneumonia.	J Med Virol
34196386	First lung transplantation as a treatment of a patient supported with extracorporeal membrane oxygenation (ECMO) after COVID-19 in Poland.	Adv Respir Med
34196279	New-onset thyrotoxicosis in a patient with anaplastic thyroid carcinoma: a diagnostic challenge.	Endocrinol Diabetes Metab Case Rep
34196206	Evaluating Vertical Transmission of COVID-19 from Mothers to Neonates: An Iranian Case Series of 8 Patients.	Arch Iran Med
34196196	Acute Myocardial Infarction and COVID-19 in a Known Case of Granulomatosis with Polyangiitis.	Arch Iran Med
34195147	Prolonged hyperglycemia in three patients with type 2 diabetes after COVID-19 infection: A case series.	J Family Med Prim Care
34195145	"Possible COVID-19 reinfection case in Duhok City, Kurdistan: A case report."	J Family Med Prim Care
34195143	Post-COVID-19 pulmonary fibrosis: A case series and review of literature.	J Family Med Prim Care
34195051	A generalized pustular psoriasis flare after CoronaVac COVID-19 vaccination: Case report.	Health Promot Perspect
34194998	A curious case of Lyme carditis in an urban hospital.	IDCases
34194882	Emergent Inpatient Administration of Casirivimab and Imdevimab Antibody Cocktail for the Treatment of COVID-19 Pneumonia.	Cureus
34194865	Atraumatic Splenic Rupture in a SARS-CoV-2 Patient: Case Report and Review of Literature.	Case Rep Surg
34194854	A 14-Year-Old Male Patient with Kawasaki Disease Presented with Stroke after COVID-19.	Case Rep Infect Dis
34194852	Can Heparin-Coated ECMO Cannulas Induce Thrombocytopenia in COVID-19 Patients?	Case Reports Immunol
34194809	Tension pneumothorax complicating COVID-19 pneumonia.	Clin Case Rep
34194805	SARS-CoV-2 infection as a potential triggering factor for urticarial vasculitis during pregnancy: A case report.	Clin Case Rep
34194791	Sudden rupture of small aneurysm of the radial artery in a patient with COVID-19 pneumonia.	Clin Case Rep
34194783	COVID-19 reinfection in a healthcare worker after exposure with high dose of virus: A case report.	Clin Case Rep
34194776	COVID-19 cardiac arrest due to Prinzmetal's angina in a previously normal heart.	Clin Case Rep
34193201	"Patient with H syndrome, cardiogenic shock, multiorgan infiltration, and digital ischemia."	Pediatr Rheumatol Online J
34192290	Case Report: Acute Abdominal Pain as Presentation of Pneumonia and Acute Pancreatitis in a Pediatric Patient With COVID-19.	JPGN Rep
34192245	Aphasia seven days after second dose of an mRNA-based SARS-CoV-2 vaccine.	Brain Hemorrhages
34192240	Case series associated with COVID-19 pandemic in causing psychiatric morbidity.	Gen Psychiatr
34192229	Case report of a patient with suspected COVID-19 with depression and fever in an epidemic stress environment.	Gen Psychiatr
34192222	Unusual intracardiac thrombosis in two patients with coronavirus disease 2019 (COVID-19): case series.	Eur Heart J Case Rep
34192092	Rehabilitation Outcomes for Patients With Severe Presentation of COVID-19: A Case Series.	J Acute Care Phys Ther
34191990	Hemorrhagic infarctive stroke in COVID-19 patients: report of two cases and review of the literature.	J Community Hosp Intern Med Perspect
34191989	COVID-19 pericarditis mimicking an acute myocardial infarction: a case report and review of literature.	J Community Hosp Intern Med Perspect
34191907	Multisystem Inflammatory Syndrome in an Adult With COVID-19.	Infect Dis Clin Pract (Baltim Md)
34191904	Disseminated Herpes Zoster During COVID-19.	Infect Dis Clin Pract (Baltim Md)
34191903	Prolonged Detection of SARS-CoV-2 in a Patient With the Development of New Clinical Symptoms.	Infect Dis Clin Pract (Baltim Md)
34191222	A clinical case series of COVID-19-associated acute limb ischemia: real-world situation.	Egypt Heart J
34189756	Cutaneous thrombosis associated with skin necrosis following Oxford-AstraZeneca COVID-19 vaccination.	Clin Exp Dermatol
34189662	Watch out for neuromyelitis optica spectrum disorder after inactivated virus vaccination for COVID-19.	Neurol Sci
34189404	SARS-CoV2 Related Multi System Inflammatory Syndrome in a Child with Chronic Kidney Disease: Case Report.	SN Compr Clin Med
34189400	"Simultaneous acute myocardial infarction, bilateral pulmonary embolism, and acute ischaemic cerebral stroke, a delayed complication in a patient with COVID-19 infection: case report."	Eur Heart J Case Rep
34189399	Cardiac transplant recipient with COVID-19 induced acute hypoxic respiratory failure: a case report.	Eur Heart J Case Rep
34189359	Severe Epistaxis after Tissue Plasminogen Activator administration for Acute Ischemic Stroke in SARS-COV-2 Infection.	Brain Circ
34189047	Acute colonic pseudo-obstruction in two patients admitted with severe acute respiratory syndrome-coronavirus-2 pneumonia.	IDCases
34189042	Acute myocarditis following administration of BNT162b2 vaccine.	IDCases
34189030	Bilateral phrenic nerve block as an effective means of controlling inspiratory efforts in a COVID-19 patient.	Respir Med Case Rep
34188997	A Rare Case of SARS-CoV-2-Induced Microscopic Polyangiitis.	Cureus
34188996	Extensive Coronary Thrombosis as a Sequelae of COVID-19 Presenting as a STEMI.	Cureus
34188995	Functional and Radiological Improvement in a COVID-19 Pneumonia Patient Treated With Steroids.	Cureus
34188994	COVID-19 Virus Infection in Three Patients With Hypogammaglobulinemia.	Cureus
34188965	Cryptococcus neoformans Meningoencephalitis in an Immunocompetent Patient after COVID-19 Infection.	Case Rep Infect Dis
34188943	DUAL-energy computed tomography findings in a case of COVID-19.	Acute Med Surg
34188933	Immune characteristics of human immunodeficiency virus/severe acute respiratory syndrome coronavirus 2 coinfection: A case report and mini-review.	SAGE Open Med Case Rep
34188928	Pleural empyema associated with alveolar-pleural fistulas in severe acute respiratory syndrome coronavirus 2.	Clin Case Rep
34188925	Transient disappearance of CD19(+)/CD5(+) B-lymphocyte clone in peripheral blood in a patient with CLL during SARS-CoV-2-related mild disease.	Clin Case Rep
34188924	COVID-19 and gastrointestinal symptoms: A case report of a Mesenteric Large vessel obstruction.	Clin Case Rep
34188623	Spontaneous pneumomediastinum and subcutaneous emphysema in patients with COVID-19.	Saudi J Anaesth
34188557	Clinical Profile of COVID-19 Patients Presenting with Uveitis - A Short Case Series.	Int Med Case Rep J
34187803	Case of Guillain-Barre syndrome following COVID-19 vaccine.	BMJ Case Rep
34187796	Cardiac involvement in a child post COVID-19: a case from Lebanon.	BMJ Case Rep
34187278	Acute Macular Neuroretinopathy following Coronavirus Disease 2019 Vaccination.	Ocul Immunol Inflamm
34186458	Multilevel diabetic foot revascularization in COVID 19 patient: Case report.	Int J Surg Case Rep
34186378	COVID-19 and Candida duobushaemulonii superinfection: A case report.	J Mycol Med
34185927	Acute hyperglycaemic crisis after vaccination against COVID-19: A case series.	Diabet Med
34184443	Acute Confusion as an Initial Presentation of SARS-CoV-2 Infection.	J Clin Neurol
34184438	The First Case of Multisystem Inflammatory Syndrome in Adult after COVID-19 in Korea.	J Korean Med Sci
34184052	A Persistent Positive Antibody Test in a Patient with No History of COVID-19 Infection.	Lab Med
34183501	18F-Fluciclovine-Avid Reactive Axillary Lymph Nodes After COVID-19 Vaccination.	Clin Nucl Med
34183494	Levatinib treatment for thyroid cancer in COVID era: safety in a patient with lung metastases and SARS-CoV-2 infection.	Anticancer Drugs
34183316	Intravenous immunoglobulin as a therapeutic option for patients with worsening COVID-19 under rituximab.	BMJ Case Rep
34183033	Impact of joint management of a COVID-19 mother and her newborn on the virus transmission: a case report.	Virol J
34182912	Chemotherapy-Induced Pulmonary Toxicity Mimicking COVID-19 Pneumonia.	Curr Med Imaging
34182720	Subacute thyroiditis after COVID-19.	Tidsskr Nor Laegeforen
34182207	A case of longitudinally extensive transverse myelitis following vaccination against Covid-19.	J Neuroimmunol
34182111	Treatment-Resistant Acute Upper Limb Ischemia in a Patient With Systemic Lupus Erythematous and Concomitant SARS-CoV-2 Infection: A Case Report.	Ann Vasc Surg
34181703	Vertical transmission potential of SARS-CoV-2 from infected mother to twin neonates.	Future Virol
34181577	Case Report: Extrapulmonary Manifestations of COVID-19 and Dengue Coinfection.	Am J Trop Med Hyg
34180390	Self-limited myocarditis presenting with chest pain and ST segment elevation in adolescents after vaccination with the BNT162b2 mRNA vaccine.	Cardiol Young
34179834	Multiple Etiologies to Myocardial Injury in COVID-19.	JACC Case Rep
34179694	SARS-CoV-2-Induced Multisystem Inflammatory Syndrome in a Young Adult: Case Report.	SN Compr Clin Med
34179389	Acute Pulmonary Embolism in the COVID-19 Era: The Experience of a Ghanaian Patient.	J Patient Exp
34179214	Fatal Pediatric COVID-19 Case With Seizures and Fulminant Cerebral Edema.	Child Neurol Open
34179048	Poikiloderma With Neutropenia and Mastocytosis: A Case Report and a Review of Dermatological Signs.	Front Med (Lausanne)
34179037	Long-Term Pulmonary Damage From SARS-CoV-2 in an Infant With Brief Unexplained Resolved Events: A Case Report.	Front Med (Lausanne)
34178893	Pediatric Multisystem Inflammatory Syndrome in Children as a Challenging Problem for Pediatric Surgeons in the COVID 19 Pandemic-A Case Report.	Front Pediatr
34178891	Efficacy of CytoSorb in a Pediatric Case of Severe Multisystem Infammatory Syndrome (MIS-C): A Clinical Case Report.	Front Pediatr
34178882	"Multisystem Inflammatory Syndrome in Children (MIS-C)-A Case Series in December 2020 in Vienna, Austria."	Front Pediatr
34178609	Mucormycosis of Paranasal Sinuses of Odontogenic Origin Post COVID19 Infection: A Case Series.	Indian J Otolaryngol Head Neck Surg
34178554	The Role of the Automated Implantable Cardioverter Defibrillator (AICD) for Secondary Prevention in the COVID-19 Era.	Cureus
34178542	Glucose-6-Phosphate Dehydrogenase Deficiency-Associated Hemolytic Anemia and Methemoglobinemia in a Patient Treated With Hydroxychloroquine in the Era of COVID-19.	Cureus
34178488	Secondary Immune Thrombocytopenia Associated With Asymptomatic COVID-19 Successfully Managed With Intravenous Immunoglobulin and Glucocorticoids.	Cureus
34178419	COVID-19 Recurrence Without Seroconversion in a Patient With Mannose-Binding Lectin Deficiency.	Allergy Rhinol (Providence)
34178376	COVID-19 and Pregnancy: A Case Study.	Glob Chall
34178336	Thyroid disease and covid-19 infection: Case series.	Clin Case Rep
34178332	Type 1 diabetic manifestations in a young man triggered by COVID-19.	Clin Case Rep
34178331	What was behind the first recognition and characterization of autochthonous SARS-CoV-2 transmission in Italy: The impact on European scenario.	Clin Case Rep
34178330	Clinical and laboratory characteristics of hepatitis C and COVID-19 coinfection: Prolonged RNA shedding in nonhospitalized case.	Clin Case Rep
34178315	Guillan barre syndrome in post Covid-19 infection in children.	Ann Med Surg (Lond)
34178313	Spontaneous gas effusions: A rare complication of covid 19.	Ann Med Surg (Lond)
34178187	Spontaneous pneumomediastinum and COVID-19 pneumonia: Report of three cases with emphasis on CT imaging.	Radiol Case Rep
34178186	Organizing pneumonia associated with SARS-CoV-2 infection.	Radiol Case Rep
34178185	Diagnostic dilemma: COVID-19 related cardiomyopathy or peripartum cardiomyopathy?	J Cardiol Cases
34177421	Monitoring of COVID-19-Associated Coagulopathy and Anticoagulation with Thromboelastometry.	Transfus Med Hemother
34177416	Diabetic ketoacidosis precipitated by atypical coronavirus disease in a newly diagnosed diabetic girl.	J Taibah Univ Med Sci
34177302	Telemedicine and Home-Based Treatment of COVID-19 in Resource-Limited Countries. Report of 3 Cases.	Eurasian J Med
34177223	The Natural History of a Patient With COVID-19 Pneumonia and Silent Hypoxemia.	Fed Pract
34177180	Spontaneous Air-leak Syndrome and COVID-19: A Multifaceted Challenge.	Indian J Crit Care Med
34177157	Post-COVID-19 Gastrointestinal Invasive Mucormycosis.	Indian J Surg
34176493	Amiodarone-induced organizing pneumonia mimicking COVID-19: a case report.	Eur J Med Res
34176361	Extensive Perivillous Fibrin and Intervillous Histiocytosis in a SARS-CoV-2 Infected Placenta From an Uninfected Newborn: A Case Report Including Immunohistochemical Profiling.	Pediatr Dev Pathol
34176314	A case of retinal vascular involvement in a 6-year-old patient with Covid-19.	Eur J Ophthalmol
34176313	Massive Ischemic Strokes in a Young Patient With Severe Coronavirus Disease 2019 Pneumonia.	J Investig Med High Impact Case Rep
34175976	Malignant cerebral infarction associated with COVID-19 in a child.	Childs Nerv Syst
34175678	Mechanical rotational thrombectomy in long femoropopliteal artery and stent occlusion in COVID-19 patient: Case report.	Int J Surg Case Rep
34175645	Guillain-Barre syndrome as only manifestation of COVID-19 infection.	Clin Neurol Neurosurg
34175640	Acute Ischemic Stroke Revealing ChAdOx1 nCov-19 Vaccine-Induced Immune Thrombotic Thrombocytopenia: Impact on Recanalization Strategy.	J Stroke Cerebrovasc Dis
34175235	A patient presenting with ARDS after COVID-19 vaccination: A COVID-19 case report.	J Infect Public Health
34174156	Hyaluronic acid soft tissue filler delayed inflammatory reaction following COVID-19 vaccination - A case report.	J Cosmet Dermatol
34173663	Sinus Bradycardia in a Pediatric Patient Treated With Remdesivir for Acute Coronavirus Disease 2019: A Case Report and a Review of the Literature.	J Pediatric Infect Dis Soc
34172916	Could the oral cavity be a target organ in SARS-CoV-2 infection?	Evid Based Dent
34172701	Potential severe pediatric SARS-CoV-2-induced multisystem inflammatory syndrome resembles dengue infection.	Trop Biomed
34171649	Vaccine-Induced Immune Thrombotic Thrombocytopenia with Disseminated Intravascular Coagulation and Death following the ChAdOx1 nCoV-19 Vaccine.	J Stroke Cerebrovasc Dis
34170552	COVID-19-associated Guillain-Barre syndrome: Postinfectious alone or neuroinvasive too?	J Med Virol
34169783	Systemic Capillary Leak Syndrome triggered by SARS-CoV2 infection: Case Report and Systematic Review.	Scand J Rheumatol
34169588	Development of severe pemphigus vulgaris following SARS-CoV-2 vaccination with BNT162b2.	J Eur Acad Dermatol Venereol
34169361	Glucose control using an artificial pancreas in a severe COVID-19 patient on extracorporeal membrane oxygenation: a case report.	J Anesth
34167987	Catastrophic bilateral sudden sensorineural hearing loss following COVID-19.	BMJ Case Rep
34167559	"Video-assisted minimal access surgery for complicated mitral valve endocarditis, tricuspid valve insufficiency and progressive coronary disease after previous CABG - in the time of COVID-19: a case report."	J Cardiothorac Surg
34166884	Acute myocarditis after a second dose of the mRNA COVID-19 vaccine: a report of two cases.	Clin Imaging
34166250	Rocuronium-Induced Dilated Nonreactive Pupils in a Patient With Coronavirus Disease 2019: A Case Report.	A A Pract
34166081	Case Studies in Physiology: Temporal variations of the lung parenchyma and vasculature in asymptomatic COVID-19 pneumonia: a multispectral CT assessment.	J Appl Physiol (1985)
34165650	MS and COVID-19 challenge: asymptomatic COVID-19 infection during treatment with cladribine.	Neurol Sci
34165239	"Suggested treatment of serious complications to COVID-19 vaccination with IdeS, a bacterial antibody-cleaving enzyme."	J Thromb Haemost
34164903	Lung ultrasound may help in the differential diagnosis of suspected oligosymptomatic COVID-19 patients on hemodialysis: A case report.	Hemodial Int
34164586	COVID-19 Patient Returned to Work after Long Hospitalization and Follow-up: A Case Report.	Prog Rehabil Med
34164411	Successful Treatment of a Critically Ill COVID-19 Patient Using Continuous Renal Replacement Therapy With Enhanced Cytokine Removal and Tocilizumab: A Case Report.	Front Med (Lausanne)
34164117	Case Report: Heparin-induced thrombocytopenia in a patient with COVID-19.	F1000Res
34163551	"Partial Recanalization of a Large Vessel Acute Ischemic Stroke With Intravenous Tissue Plasminogen Activator, Followed by Systemic Anticoagulation, in the Setting of COVID-19-Induced Hypercoagulability: A Case Report."	Neurohospitalist
34163427	Post-COVID Opsoclonus Myoclonus Syndrome: A Case Report From Pakistan.	Front Neurol
34163257	Arterial Thrombosis in an Asymptomatic COVID-19 Complicated by Malignant Middle Cerebral Artery Syndrome: A Case Report and Literature Review.	Int Med Case Rep J
34162616	Appendicitis with concurrent COVID-19 infection in a patient during the third trimester of pregnancy.	BMJ Case Rep
34161825	Splenic Infarction with Aortic Thrombosis in COVID-19.	Am J Med Sci
34161626	Sarcopenic dysphagia following COVID-19 infection: A new danger.	Nutr Clin Pract
34161556	SARS-CoV-2 reinfection: report of two cases in Southeast Brazil.	Rev Inst Med Trop Sao Paulo
34160722	Transient left ventricular clot in COVID-19-related myocarditis is associated with hypereosinophilic syndrome: a case report.	Int J Cardiovasc Imaging
34160453	Anesthetic management of lung transplantation in a patient with end-stage COVID-19 pneumonia: A case report.	Medicine (Baltimore)
34160438	Complicated pulmonary human coronavirus-NL63 infection after a second allogeneic hematopoietic stem cell transplantation for acute B-lymphocytic leukemia: A case report.	Medicine (Baltimore)
34159588	Vaccine-induced immune thrombotic thrombocytopenia (VITT) - a novel clinico-pathological entity with heterogeneous clinical presentations.	Br J Haematol
34159095	Coronavirus disease 2019 (COVID-19) in a Chinese renal transplant recipient: a case report.	Transl Androl Urol
34159030	Prolonged SARS-CoV2 Viral Shedding in an Elderly Patient.	Cureus
