pmid	title_e	journal
33728260	A new extended rayleigh distribution with applications of COVID-19 data.	Results Phys
33727767	Predicting the dynamical behavior of COVID-19 epidemic and the effect of control strategies.	Chaos Solitons Fractals
33723516	Simulation and prediction of spread of COVID-19 in The Republic of Serbia by SEIRDS model of disease transmission.	Microb Risk Anal
33723487	A computational tool for trend analysis and forecast of the COVID-19 pandemic.	Appl Soft Comput
33723486	Mediative fuzzy logic mathematical model: A contradictory management prediction in COVID-19 pandemic.	Appl Soft Comput
33721104	A non-parametric method for determining epidemiological reproduction numbers.	J Math Biol
33716562	The prediction of the lifetime of the new coronavirus in the USA using mathematical models.	Soft comput
33716405	Dynamics of COVID-19 transmission with comorbidity: a data driven modelling based approach.	Nonlinear Dyn
33713504	"Estimating the impact of public health strategies on the spread of SARS-CoV-2: Epidemiological modelling for Toulouse, France."	Rev Med Virol
33711085	Predicting Health Disparities in Regions at Risk of Severe Illness to Inform Health Care Resource Allocation During Pandemics: Observational Study.	JMIRx Med
33707546	Determining the level of social distancing necessary to avoid future COVID-19 epidemic waves: a modelling study for North East London.	Sci Rep
33705453	"Artificial neural networks for short-term forecasting of cases, deaths, and hospital beds occupancy in the COVID-19 pandemic at the Brazilian Amazon."	PLoS One
33705424	An epidemic model for non-first-order transmission kinetics.	PLoS One
33694217	A forecasting model to estimate the drop in blood supplies during the SARS-CoV-2 pandemic in Italy.	Transfus Med
33686812	Estimating Baseline Incidence of Conditions Potentially Associated with Vaccine Adverse Events: a Call for Surveillance System Using the Korean National Health Insurance Claims Data.	J Korean Med Sci
33686366	Mathematical analysis and simulation of a stochastic COVID-19 Levy jump model with isolation strategy.	Results Phys
33686125	"Modelling and predicting the spatio-temporal spread of COVID-19, associated deaths and impact of key risk factors in England."	Sci Rep
33686075	Real-time tracking and prediction of COVID-19 infection using digital proxies of population mobility and mixing.	Nat Commun
33682078	Mathematical computations on epidemiology: a case study of the novel coronavirus (SARS-CoV-2).	Theory Biosci
33680710	Possibility of long-termed prediction of NACPs and NADPs of COVID-19 in different countries and regions via tanh basic functions.	Int J Dyn Control
33680071	COVID-19 in Iran: Forecasting Pandemic Using Deep Learning.	Comput Math Methods Med
33676420	"Evaluating the effectiveness of measures to control the novel coronavirus disease 2019 in Jilin Province, China."	BMC Infect Dis
33669895	Are There Any Parameters Missing in the Mathematical Models Applied in the Process of Spreading COVID-19?	Biology (Basel)
33667241	"Control strategies for COVID-19 epidemic with vaccination, shield immunity and quarantine: A metric temporal logic approach."	PLoS One
33666169	Estimating SARS-CoV-2 seroprevalence and epidemiological parameters with uncertainty from serological surveys.	Elife
33664280	On topological properties of COVID-19: predicting and assessing pandemic risk with network statistics.	Sci Rep
33661929	A study on the effects of containment policies and vaccination on the spread of SARS-CoV-2.	PLoS One
33659722	Modelling COVID-19 growth cases of provinces in java Island by modified spatial weight matrix GSTAR through railroad passenger's mobility.	Heliyon
33658593	COVID-19: a simple statistical model for predicting intensive care unit load in exponential phases of the disease.	Sci Rep
33658529	A predictive internet-based model for COVID-19 hospitalization census.	Sci Rep
33658326	Estimated transmissibility and impact of SARS-CoV-2 lineage B.1.1.7 in England.	Science
33657128	Forecasting the spread of SARS-CoV-2 is inherently ambiguous given the current state of virus research.	PLoS One
33655020	Modelling COVID-19 incidence in the African sub-region using smooth transition autoregressive model.	Model Earth Syst Environ
33654656	Analysis of novel fractional COVID-19 model with real-life data application.	Results Phys
33649692	Adaptive mesh refinement and coarsening for diffusion-reaction epidemiological models.	Comput Mech
33643988	"Facilitating Understanding, Modeling and Simulation of Infectious Disease Epidemics in the Age of COVID-19."	Front Public Health
33643763	Dynamics of epidemic diseases without guaranteed immunity.	J Math Ind
33643757	Impact of control interventions on COVID-19 population dynamics in Malaysia: a mathematical study.	Eur Phys J Plus
33643707	Estimation of parameters for a humidity-dependent compartmental model of the COVID-19 outbreak.	PeerJ
33643638	Mathematical modeling of the SARS-CoV-2 epidemic in Qatar and its impact on the national response to COVID-19.	J Glob Health
33643496	A Comparison: Prediction of Death and Infected COVID-19 Cases in Indonesia Using Time Series Smoothing and LSTM Neural Network.	Procedia Comput Sci
33643473	"An Agent-Based Modeling of COVID-19: Validation, Analysis, and Recommendations."	Cognit Comput
33642704	Mathematical analysis of a stochastic model for spread of Coronavirus.	Chaos Solitons Fractals
33639032	"A study of the possible factors affecting COVID-19 spread, severity and mortality and the effect of social distancing on these factors: Machine learning forecasting model."	Int J Clin Pract
33635863	Estimating the cumulative incidence of SARS-CoV-2 with imperfect serological tests: Exploiting cutoff-free approaches.	PLoS Comput Biol
33634045	"Systems dynamics approach for modelling South Africa's response to COVID-19: A ""what if"" scenario."	J Public Health Res
33633275	Inefficiency of SIR models in forecasting COVID-19 epidemic: a case study of Isfahan.	Sci Rep
33632375	"Estimates of mortality attributable to COVID-19: a statistical model for monitoring COVID-19 and seasonal influenza, Denmark, spring 2020."	Euro Surveill
33630972	Forecasting national and regional level intensive care unit bed demand during COVID-19: The case of Italy.	PLoS One
33628235	Mid-Epidemic Forecasts of COVID-19 Cases and Deaths: A Bivariate Model Applied to the UK.	Interdiscip Perspect Infect Dis
33623815	Toolbox to simulate and mitigate COVID-19 propagation.	SoftwareX
33623733	Sensitivity analysis and optimal control of COVID-19 dynamics based on SEIQR model.	Results Phys
33623732	Investigation of the dynamics of COVID-19 with a fractional mathematical model: A comparative study with actual data.	Results Phys
33623731	Mathematical analysis of COVID-19 by using SIR model with convex incidence rate.	Results Phys
33623730	Impact of pangolin bootleg market on the dynamics of COVID-19 model.	Results Phys
33623621	Estimating actual COVID-19 case numbers using cumulative death count-A method of measuring effectiveness of lockdown of non-essential activities: a South African case study.	Pan Afr Med J
33623592	The pattern and trend of COVID-19 spread in the Eastern Mediterranean Region: curve-fitting models estimation.	Pan Afr Med J
33623526	The dynamics of COVID-19 in the UAE based on fractional derivative modeling using Riesz wavelets simulation.	Adv Differ Equ
33623480	Monitoring and forecasting the COVID-19 epidemic in the UK.	Annu Rev Control
33623479	On an interval prediction of COVID-19 development based on a SEIR epidemic model.	Annu Rev Control
33622460	"Daily Forecasting of Regional Epidemics of Coronavirus Disease with Bayesian Uncertainty Quantification, United States."	Emerg Infect Dis
33621186	"Short-Range Forecasting of COVID-19 During Early Onset at County, Health District, and State Geographic Levels Using Seven Methods: Comparative Forecasting Study."	J Med Internet Res
33620096	Estimation of undetected symptomatic and asymptomatic cases of COVID-19 infection and prediction of its spread in the USA.	J Med Virol
33619465	Bayesian estimation of the seroprevalence of antibodies to SARS-CoV-2.	JAMIA Open
33619461	Mathematical modeling of COVID-19 epidemic with effect of awareness programs.	Infect Dis Model
33619443	Supervised machine learning approach to molecular dynamics forecast of SARS-CoV-2 spike glycoproteins at varying temperatures.	MRS Adv
33619436	4P Model for Dynamic Prediction of COVID-19: a Statistical and Machine Learning Approach.	Cognit Comput
33619433	Mathematical analysis of a within-host model of SARS-CoV-2.	Adv Differ Equ
33619419	Fractional model for the spread of COVID-19 subject to government intervention and public perception.	Appl Math Model
33619337	Modeling COVID-19 epidemics in an Excel spreadsheet to enable first-hand accurate predictions of the pandemic evolution in urban areas.	Sci Rep
33619027	The European COVID-19 drugs calculation tool: an aid for the estimation of the drugs needed during the SARS-CoV 2 pandemic.	Eur J Hosp Pharm
33617534	Estimation of the case fatality rate based on stratification for the COVID-19 outbreak.	PLoS One
33617518	COVID-19 in Chile: The usefulness of simple epidemic models in practice.	Medwave
33614417	Evaluation of Performance of an LR and SVR models to predict COVID-19 Pandemic.	Mater Today Proc
33613669	A dynamic optimal control model for COVID-19 and cholera co-infection in Yemen.	Adv Differ Equ
33613668	"A fractional order mathematical model for COVID-19 dynamics with quarantine, isolation, and environmental viral load."	Adv Differ Equ
33613667	An SIR epidemic model for COVID-19 spread with fuzzy parameter: the case of Indonesia.	Adv Differ Equ
33613017	Stochastic filtering based transmissibility estimation of novel coronavirus.	Digit Signal Process
33613000	Optimal Control of Mathematical modeling of the spread of the COVID-19 pandemic with highlighting the negative impact of quarantine on diabetics people with Cost-effectiveness.	Chaos Solitons Fractals
33612999	COVID-19: Perturbation dynamics resulting chaos to stable with seasonality transmission.	Chaos Solitons Fractals
33612969	A new approximation of mean-time trends for the second wave of COVID-19 pandemic evolving in key six countries.	Nonlinear Dyn
33612959	Using a genetic algorithm to fit parameters of a COVID-19 SEIR model for US states.	Math Comput Simul
33612854	An investigation of testing capacity for evaluating and modeling the spread of coronavirus disease.	Inf Sci (N Y)
33610314	Generalized SIR (GSIR) epidemic model: An improved framework for the predictive monitoring of COVID-19 pandemic.	ISA Trans
33610034	A stochastic numerical analysis based on hybrid NAR-RBFs networks nonlinear SITR model for novel COVID-19 dynamics.	Comput Methods Programs Biomed
33606684	Epidemiological model for the inhomogeneous spatial spreading of COVID-19 and other diseases.	PLoS One
33606666	A Bayesian Mixture Model for Predicting the COVID-19 Pandemic in the United States.	Am J Trop Med Hyg
33605876	COVID-19: Predictions for SARS-CoV-2 vaccination on the course of the pandemic and critical occupancy of intensive-care facilities in Germany.	Int J Clin Pharmacol Ther
33605383	Feasibility of very short-term forecast models for COVID-19 hospital-based surveillance.	Rev Soc Bras Med Trop
33604654	Evaluating short-term forecasting of COVID-19 cases among different epidemiological models under a Bayesian framework.	Gigascience
33604187	Assessing the effects of time-dependent restrictions and control actions to flatten the curve of COVID-19 in Kazakhstan.	PeerJ
33604169	Stage 1 registered report: spatiotemporal patterns of the COVID-19 epidemic in Mexico at the municipality level.	PeerJ
33596249	A scaling approach to estimate the age-dependent COVID-19 infection fatality ratio from incomplete data.	PLoS One
33594301	Modeling and forecasting number of confirmed and death caused COVID-19 in IRAN: A comparison of time series forecasting methods.	Biomed Signal Process Control
33592845	A dynamic model of the Coronavirus Disease 2019 outbreak to analyze the effectiveness of control measures.	Medicine (Baltimore)
33592029	The basic reproduction number can be accurately estimated within 14 days after societal lockdown: The early stage of the COVID-19 epidemic in Denmark.	PLoS One
33590895	On the misuse of the reproduction number in the COVID-19 surveillance system in Italy.	J Med Virol
33589855	A hybrid stochastic fractional order Coronavirus (2019-nCov) mathematical model.	Chaos Solitons Fractals
33587929	Estimating the reproductive number R0 of SARS-CoV-2 in the United States and eight European countries and implications for vaccination.	J Theor Biol
33585377	COVID-19 Dynamics: A Heterogeneous Model.	Front Public Health
33585050	"Dynamics of the coronavirus disease 2019 (COVID-19) epidemic in Wuhan City, Hubei Province and China: a second derivative analysis of the cumulative daily diagnosed cases during the first 85 days."	Glob Health J
33585015	"Early estimation of the epidemiological parameters of novel coronavirus disease (COVID-2019) outbreak in Iran: 19 Feb-15 March, 2020."	Gastroenterol Hepatol Bed Bench
33584158	"Forecasting the dynamics of cumulative COVID-19 cases (confirmed, recovered and deaths) for top-16 countries using statistical machine learning models: Auto-Regressive Integrated Moving Average (ARIMA) and Seasonal Auto-Regressive Integrated Moving Average (SARIMA)."	Appl Soft Comput
33583405	Ensemble bootstrap methodology for forecasting dynamic growth processes using differential equations: application to epidemic outbreaks.	BMC Med Res Methodol
33582705	Estimating the risk of outbreaks of COVID-19 associated with shore leave by merchant ship crews: simulation studies for New Zealand.	N Z Med J
33580113	Spatio-temporal distribution characteristics and influencing factors of COVID-19 in China.	Sci Rep
33577550	Evaluating epidemic forecasts in an interval format.	PLoS Comput Biol
33575412	Regional forecasting of COVID-19 caseload by non-parametric regression: a VAR epidemiological model.	AIMS Public Health
33574387	Evaluation of the number of undiagnosed infected in an outbreak using source of infection measurements.	Sci Rep
33574342	"The Zoltar forecast archive, a tool to standardize and store interdisciplinary prediction research."	Sci Data
33572456	On the Transmission Dynamics of SARS-CoV-2 in a Temperate Climate.	Int J Environ Res Public Health
33571534	Measuring differences between phenomenological growth models applied to epidemiology.	Math Biosci
33571273	Evaluating the effect of Chinese control measures on COVID-19 via temporal reproduction number estimation.	PLoS One
33571234	Prediction and control of COVID-19 spreading based on a hybrid intelligent model.	PLoS One
33570080	Challenges in estimating virus divergence times in short epidemic timescales with special reference to the evolution of SARS-CoV-2 pandemic.	Genet Mol Biol
33568100	Inferencing superspreading potential using zero-truncated negative binomial model: exemplification with COVID-19.	BMC Med Res Methodol
33566896	"The COVID-19 Pandemic in Brazil: Institute for Health Metrics and Evaluation projections and observed evolution, May-August, 2020."	Epidemiol Serv Saude
33564213	A review on COVID-19 forecasting models.	Neural Comput Appl
33562509	"SARS-CoV-2 and Rohingya Refugee Camp, Bangladesh: Uncertainty and How the Government Took Over the Situation."	Biology (Basel)
33562465	A Modelization of the Propagation of COVID-19 in Regions of Spain and Italy with Evaluation of the Transmission Rates Related to the Intervention Measures.	Biology (Basel)
33561915	Inherently high uncertainty in predicting the time evolution of epidemics.	Epidemiol Health
33558855	"Hospitalization dynamics during the first COVID-19 pandemic wave: SIR modelling compared to Belgium, France, Italy, Switzerland and New York City data."	Infect Dis Model
33558794	Mathematical modeling of coronavirus disease COVID-19 dynamics using CF and ABC non-singular fractional derivatives.	Chaos Solitons Fractals
33556763	COVID-19 outbreak in Wuhan demonstrates the limitations of publicly available case numbers for epidemiological modeling.	Epidemics
33556142	Estimation of the fraction of COVID-19 infected people in U.S. states and countries worldwide.	PLoS One
33553577	A data analytics approach for COVID-19 spread and end prediction (with a case study in Iran).	Model Earth Syst Environ
33553085	"Nowcasting and Forecasting the Spread of COVID-19 and Healthcare Demand in Turkey, a Modeling Study."	Front Public Health
33552881	Dynamics of fractional order COVID-19 model with a case study of Saudi Arabia.	Results Phys
33552828	A robust study on 2019-nCOV outbreaks through non-singular derivative.	Eur Phys J Plus
33552151	On an SE(Is)(Ih)AR epidemic model with combined vaccination and antiviral controls for COVID-19 pandemic.	Adv Differ Equ
33551664	The Ockham's razor applied to COVID-19 model fitting French data.	Annu Rev Control
33551570	"Exactly solvable SIR models, their extensions and their application to sensitive pandemic forecasting."	Nonlinear Dyn
33551132	Analysis and prediction of COVID-19 epidemic in South Africa.	ISA Trans
33540378	"A model for COVID-19 with isolation, quarantine and testing as control measures."	Epidemics
33539678	"A multi-regional, hierarchical-tier mathematical model of the spread and control of COVID-19 epidemics from epicentre to adjacent regions."	Transbound Emerg Dis
33535889	The Use and Misuse of Mathematical Modeling for Infectious Disease Policymaking: Lessons for the COVID-19 Pandemic.	Med Decis Making
33533980	[Nationwide exposure model for COVID-19 intensive care unit admission].	Med Klin Intensivmed Notfmed
33533818	"Modeling transmission dynamics of severe acute respiratory syndrome coronavirus 2 in Sao Paulo, Brazil."	Rev Soc Bras Med Trop
33532246	The Impact of Various Policy Factors Implemented for Controlling the Spread of COVID-19.	Mater Today Proc
33532177	Mathematical modelling and analysis of COVID-19 epidemic and predicting its future situation in Ethiopia.	Results Phys
33531738	Projections and fractional dynamics of COVID-19 with optimal control strategies.	Chaos Solitons Fractals
33530563	Estimating Unreported COVID-19 Cases with a Time-Varying SIR Regression Model.	Int J Environ Res Public Health
33530012	A framework for surveillance of emerging pathogens at the human-animal interface: Pigs and coronaviruses as a case study.	Prev Vet Med
33529705	Dynamical characteristics of the COVID-19 epidemic: Estimation from cases in Colombia.	Int J Infect Dis
33527092	SARS-COV-2 outbreak and control in Kenya - Mathematical model analysis.	Infect Dis Model
33527069	Analysis of the outbreak of the novel coronavirus COVID-19 dynamic model with control mechanisms.	Results Phys
33525127	"Deterministic and stochastic models for the epidemic dynamics of COVID-19 in Wuhan, China."	Math Biosci Eng
33525087	"A mathematical model for the impacts of face mask, hospitalization and quarantine on the dynamics of COVID-19 in India: deterministic vs. stochastic."	Math Biosci Eng
33525085	Modeling and analysis of COVID-19 based on a time delay dynamic model.	Math Biosci Eng
33522928	Rapid review of COVID-19 epidemic estimation studies for Iran.	BMC Public Health
33522669	Machine learning techniques to detect and forecast the daily total COVID-19 infected and deaths cases under different lockdown types.	Microsc Res Tech
33522327	The value of infectious disease modeling and trend assessment: a public health perspective.	Expert Rev Anti Infect Ther
33521409	Dynamic model of COVID-19 disease with exploratory data analysis.	Sci Afr
33521407	Assessing the future progression of COVID-19 in Iran and its neighbors using Bayesian models.	Infect Dis Model
33521406	"A simple model for fitting mild, severe, and known cases during an epidemic with an application to the current SARS-CoV-2 pandemic."	Infect Dis Model
33521405	Clarifying predictions for COVID-19 from testing data: The example of New York State.	Infect Dis Model
33521404	Forecasting the number of confirmed new cases of COVID-19 in Italy for the period from 19 May to 2 June 2020.	Infect Dis Model
33521403	Mathematical modeling of COVID-19 infection dynamics in Ghana: Impact evaluation of integrated government and individual level interventions.	Infect Dis Model
33521186	"Application of one-, three-, and seven-day forecasts during early onset on the COVID-19 epidemic dataset using moving average, autoregressive, autoregressive moving average, autoregressive integrated moving average, and naive forecasting methods."	Data Brief
33520905	Mathematical Modeling Predicts That Strict Social Distancing Measures Would Be Needed to Shorten the Duration of Waves of COVID-19 Infections in Vietnam.	Front Public Health
33520671	A new model for epidemic prediction: COVID-19 in kingdom saudi arabia case study.	Mater Today Proc
33520629	Mathematical analysis of SIRD model of COVID-19 with Caputo fractional derivative based on real data.	Results Phys
33520628	On the analysis of number of deaths due to Covid -19 outbreak data using a new class of distributions.	Results Phys
33520627	Modeling Ivory Coast COVID-19 cases: Identification of a high-performance model for utilization.	Results Phys
33520626	A lattice gas model for infection spreading: Application to the COVID-19 pandemic in the Mexico City Metropolitan Area.	Results Phys
33520624	Mathematical model to assess the imposition of lockdown during COVID-19 pandemic.	Results Phys
33520623	Stability analysis and optimal control of covid-19 with convex incidence rate in Khyber Pakhtunkhawa (Pakistan).	Results Phys
33520622	Fractal-fractional mathematical modeling and forecasting of new cases and deaths of COVID-19 epidemic outbreaks in India.	Results Phys
33520621	Modeling and analysis of the dynamics of novel coronavirus (COVID-19) with Caputo fractional derivative.	Results Phys
33520618	Mathematical modeling for the outbreak of the coronavirus (COVID-19) under fractional nonlocal operator.	Results Phys
33520617	A study on the spread of COVID 19 outbreak by using mathematical modeling.	Results Phys
33520616	On a new conceptual mathematical model dealing the current novel coronavirus-19 infectious disease.	Results Phys
33520615	Numerical study of fractional order COVID-19 pandemic transmission model in context of ABO blood group.	Results Phys
33520607	COVID-19 cases prediction by using hybrid machine learning and beetle antennae search approach.	Sustain Cities Soc
33520018	COVID-19 in Bangladesh: A Deeper Outlook into The Forecast with Prediction of Upcoming Per Day Cases Using Time Series.	Procedia Comput Sci
33520001	Forecasting of medical equipment demand and outbreak spreading based on deep long short-term memory network: the COVID-19 pandemic in Turkey.	Signal Image Video Process
33519324	Real-time measurement of the uncertain epidemiological appearances of COVID-19 infections.	Appl Soft Comput
33519302	The Bayesian Susceptible-Exposed-Infected-Recovered model for the outbreak of COVID-19 on the Diamond Princess Cruise Ship.	Stoch Environ Res Risk Assess
33519124	A SIR-type model describing the successive waves of COVID-19.	Chaos Solitons Fractals
33519122	"Fractional model of COVID-19 applied to Galicia, Spain and Portugal."	Chaos Solitons Fractals
33519121	A fractional-order SIRD model with time-dependent memory indexes for encompassing the multi-fractional characteristics of the COVID-19.	Chaos Solitons Fractals
33519120	Stability analysis of fractional order model on corona transmission dynamics.	Chaos Solitons Fractals
33519115	Dynamic analysis of a delayed COVID-19 epidemic with home quarantine in temporal-spatial heterogeneous via global exponential attractor method.	Chaos Solitons Fractals
33519114	A novel grey model based on traditional Richards model and its application in COVID-19.	Chaos Solitons Fractals
33519112	Optimal control approach of a mathematical modeling with multiple delays of the negative impact of delays in applying preventive precautions against the spread of the COVID-19 pandemic with a case study of Brazil and cost-effectiveness.	Chaos Solitons Fractals
33519110	Modeling epidemics through ladder operators.	Chaos Solitons Fractals
33519107	A mathematical model for COVID-19 transmission by using the Caputo fractional derivative.	Chaos Solitons Fractals
33519106	Short-term forecasts of the COVID-19 pandemic: a study case of Cameroon.	Chaos Solitons Fractals
33519105	Momentum managing epidemic spread and Bessel functions.	Chaos Solitons Fractals
33519103	A new study of unreported cases of 2019-nCOV epidemic outbreaks.	Chaos Solitons Fractals
33519102	Effective epidemic model for COVID-19 using accumulated deaths.	Chaos Solitons Fractals
33519027	When will the Covid-19 pandemic peak?	J Econom
33519026	How to go viral: A COVID-19 model with endogenously time-varying parameters.	J Econom
33518823	Visualizing the invisible: The effect of asymptomatic transmission on the outbreak dynamics of COVID-19.	Comput Methods Appl Mech Eng
33518800	Modelling COVID-19 transmission in the United States through interstate and foreign travels and evaluating impact of governmental public health interventions.	J Math Anal Appl
33514781	Transmission dynamics and control measures of COVID-19 outbreak in China: a modelling study.	Sci Rep
33513139	Assessing the potential impact of transmission during prolonged viral shedding on the effect of lockdown relaxation on COVID-19.	PLoS Comput Biol
33513137	Estimating the time-varying reproduction number of COVID-19 with a state-space method.	PLoS Comput Biol
33512399	Epidemiological modeling in StochSS Live!	Bioinformatics
33509436	"A Bayesian approach to improving spatial estimates of prevalence of COVID-19 after accounting for misclassification bias in surveillance data in Philadelphia, PA."	Spat Spatiotemporal Epidemiol
33507962	Modeling the relative risk of SARS-CoV-2 infection to inform risk-cost-benefit analyses of activities during the SARS-CoV-2 pandemic.	PLoS One
33507932	Variational-LSTM autoencoder to forecast the spread of coronavirus across the globe.	PLoS One
33506154	Statistical data driven approach of COVID-19 in Ecuador: R 0 and R t estimation via new method.	Infect Dis Model
33506152	Modeling the transmission of COVID-19 in the US - A case study.	Infect Dis Model
33505808	Reproducing country-wide COVID-19 dynamics can require the usage of a set of SIR systems.	PeerJ
33504336	Development of the reproduction number from coronavirus SARS-CoV-2 case data in Germany and implications for political measures.	BMC Med
33500125	Effectiveness of lock down to curtail the spread of corona virus: A mathematical model.	ISA Trans
33499219	Estimation of COVID-19 Epidemiology Curve of the United States Using Genetic Programming Algorithm.	Int J Environ Res Public Health
33499138	Evaluating the Impact of Intervention Strategies on the First Wave and Predicting the Second Wave of COVID-19 in Thailand: A Mathematical Modeling Study.	Biology (Basel)
33496243	"Estimating Transmission Parameters for COVID-19 Clusters by Using Symptom Onset Data, Singapore, January-April 2020."	Emerg Infect Dis
33495730	Estimation of Parameter of Fractional Order Covid -19 SIQR Epidemic Model.	Mater Today Proc
33495725	Prediction modelling of COVID using machine learning methods from B-cell dataset.	Results Phys
33495699	Modeling and forecasting the spread of COVID-19 with stochastic and deterministic approaches: Africa and Europe.	Adv Differ Equ
33495675	COVID-19 pandemic models revisited with a new proposal: Plenty of epidemiological models outcast the simple population dynamics solution.	Chaos Solitons Fractals
33495669	Adaptive SIR model for propagation of SARS-CoV-2 in Brazil.	Physica A
33495665	Forecasting COVID-19 pandemic: Unknown unknowns and predictive monitoring.	Technol Forecast Soc Change
33495509	An extended Weight Kernel Density Estimation model forecasts COVID-19 onset risk and identifies spatiotemporal variations of lockdown effects in China.	Commun Biol
33490366	Mathematical modeling and a month ahead forecast of the coronavirus disease 2019 (COVID-19) pandemic: an Indian scenario.	Model Earth Syst Environ
33490015	"Serial Interval and Generation Interval for Imported and Local Infectors, Respectively, Estimated Using Reported Contact-Tracing Data of COVID-19 in China."	Front Public Health
33489297	SI epidemic model applied to COVID-19 data in mainland China.	R Soc Open Sci
33487398	A compartmental epidemic model incorporating probable cases to model COVID-19 outbreak in regions with limited testing capacity.	ISA Trans
33487397	Data-driven modeling and forecasting of COVID-19 outbreak for public policy making.	ISA Trans
33486527	STAN: spatio-temporal attention network for pandemic prediction using real-world evidence.	J Am Med Inform Assoc
33481956	Effects of short-term travel on COVID-19 spread: A novel SEIR model and case study in Minnesota.	PLoS One
33481925	Forecasting hospital demand in metropolitan areas during the current COVID-19 pandemic and estimates of lockdown-induced 2nd waves.	PLoS One
33481804	"Transmission dynamics and control of COVID-19 in Chile, March-October, 2020."	PLoS Negl Trop Dis
33481773	Predictions of COVID-19 dynamics in the UK: Short-term forecasting and analysis of potential exit strategies.	PLoS Comput Biol
33475686	Quantifying Uncertainty in Mechanistic Models of Infectious Disease.	Am J Epidemiol
33474518	"A primer on using mathematics to understand COVID-19 dynamics: Modeling, analysis and simulations."	Infect Dis Model
33472784	Estimating under-reporting of COVID-19 cases in Indian states: an approach using a delay-adjusted case fatality ratio.	BMJ Open
33471199	Assessing the quality of evidence from epidemiological agent-based models for the COVID-19 pandemic.	Hist Philos Life Sci
33465142	Model-based forecasting for Canadian COVID-19 data.	PLoS One
33462560	Forecasting of COVID-19 cases using deep learning models: Is it reliable and practically significant?	Results Phys
33461738	Nonlinear adaptive control of COVID-19 with media campaigns and treatment.	Biochem Biophys Res Commun
33459107	Estimation of COVID-19 epidemic curves using genetic programming algorithm.	Health Informatics J
33458453	On the reliability of predictions on Covid-19 dynamics: A systematic and critical review of modelling techniques.	Infect Dis Model
33457496	Numerical simulation of the force of infection and the typical times of SARS-CoV-2 disease for different location countries.	Model Earth Syst Environ
33457150	A mathematical model for COVID-19 pandemic-SIIR model: Effects of asymptomatic individuals.	J Gen Fam Med
33456496	Parameter Estimation and Prediction of COVID-19 Epidemic Turning Point and Ending Time of a Case Study on SIR/SQAIR Epidemic Models.	Comput Math Methods Med
33456433	Time series forecasting of COVID-19 transmission in Asia Pacific countries using deep neural networks.	Pers Ubiquitous Comput
33456340	Optimization using the firefly algorithm of ensemble neural networks with type-2 fuzzy integration for COVID-19 time series prediction.	Soft comput
33451092	Towards Providing Effective Data-Driven Responses to Predict the Covid-19 in Sao Paulo and Brazil.	Sensors (Basel)
33449891	Machine Learning Model for Computational Tracking and Forecasting the COVID-19 Dynamic Propagation.	IEEE J Biomed Health Inform
33444746	Impact of reproduction number on the multiwave spreading dynamics of COVID-19 with temporary immunity: A mathematical model.	Int J Infect Dis
33441450	Bayesian estimation of SARS-CoV-2 prevalence in Indiana by random testing.	Proc Natl Acad Sci U S A
33441091	Evaluation of undetected cases during the COVID-19 epidemic in Austria.	BMC Infect Dis
33439917	COVID-19: Short-term forecast of ICU beds in times of crisis.	PLoS One
33439880	Tracking [Formula: see text] of COVID-19: A new real-time estimation using the Kalman filter.	PLoS One
33437912	Pandemic Equation for Describing and Predicting COVID19 Evolution.	J Healthc Inform Res
33437897	COVID-19 epidemic prediction and the impact of public health interventions: A review of COVID-19 epidemic models.	Infect Dis Model
33437896	A SIQ mathematical model on COVID-19 investigating the lockdown effect.	Infect Dis Model
33437297	Dynamical system of the growth of COVID-19 with controller.	Adv Differ Equ
33436848	Summary of the COVID-19 epidemic and estimating the effects of emergency responses in China.	Sci Rep
33436574	Estimating internationally imported cases during the early COVID-19 pandemic.	Nat Commun
33435922	The spread of COVID-19 outbreak in the first 120 days: a comparison between Nigeria and seven other countries.	BMC Public Health
33434925	"Modeling the transmission of the new coronavirus in Sao Paulo State, Brazil-assessing the epidemiological impacts of isolating young and elder persons."	Math Med Biol
33432294	A mathematical model of Coronavirus Disease (COVID-19) containing asymptomatic and symptomatic classes.	Results Phys
33426422	ALeRT-COVID: Attentive Lockdown-awaRe Transfer Learning for Predicting COVID-19 Pandemics in Different Countries.	J Healthc Inform Res
33424956	A fractional complex network model for novel corona virus in China.	Adv Differ Equ
33424955	Mathematical model of SIR epidemic system (COVID-19) with fractional derivative: stability and numerical analysis.	Adv Differ Equ
33424432	Modeling the progression of COVID-19 deaths using Kalman Filter and AutoML.	Soft comput
33424191	Mathematical prediction of the spreading rate of COVID-19 using entropy-based thermodynamic model.	Indian J Phys Proc Indian Assoc Cultiv Sci (2004)
33424141	COVID-19: Analytic results for a modified SEIR model and comparison of different intervention strategies.	Chaos Solitons Fractals
33424076	Designing a hybrid reinforcement learning based algorithm with application in prediction of the COVID-19 pandemic in Quebec.	Ann Oper Res
33424064	A simple but complex enough theta -SIR type model to be used with COVID-19 real data. Application to the case of Italy.	Physica D
33423669	Short-term real-time prediction of total number of reported COVID-19 cases and deaths in South Africa: a data driven approach.	BMC Med Res Methodol
33422330	Transfer Learning for COVID-19 cases and deaths forecast using LSTM network.	ISA Trans
33421047	Time Series Forecasting of US COVID-19 Transmission.	Altern Ther Health Med
