pmid	title_e	journal
33799290	Estimating the global reduction in transmission and rise in detection capacity of the novel coronavirus SARS-CoV-2 in early 2020.	Epidemics
33798280	"Relationship between viral load, infection-to-delivery interval and mother-to-child transfer of anti-SARS-CoV-2 antibodies."	Ultrasound Obstet Gynecol
33797605	A systematic review of pregnant women with COVID-19 and their neonates.	Arch Gynecol Obstet
33797392	"Linked transmission chains of imported SARS-CoV-2 variant B.1.351 across mainland France, January 2021."	Euro Surveill
33797051	Estimation of the SARS-CoV-2 transmission probability in confined traffic space and evaluation of the mitigation strategies.	Environ Sci Pollut Res Int
33796490	Surveillance of Acute SARS-CoV-2 Infections in School Children and Point-Prevalence During a Time of High Community Transmission in Switzerland.	Front Pediatr
33795938	"Corona Viruses: A Review on SARS, MERS and COVID-19."	Microbiol Insights
33795937	SARS-CoV-2 as Enteric Virus in Wastewater: Which Risk on the Environment and Human Behavior?	Microbiol Insights
33795722	Analysis of SARS-CoV-2 genomic epidemiology reveals disease transmission coupled to variant emergence and allelic variation.	Sci Rep
33794172	An investigation for airflow and deposition of PM2.5 contaminated with SAR-CoV-2 virus in healthy and diseased human airway.	Environ Res
33793611	"A comprehensive analysis of COVID-19 transmission and mortality rates at the county level in the United States considering socio-demographics, health indicators, mobility trends and health care infrastructure attributes."	PLoS One
33793301	"Quantitative Microbial Risk Assessment for Airborne Transmission of SARS-CoV-2 via Breathing, Speaking, Singing, Coughing, and Sneezing."	Environ Health Perspect
33792855	"An investigation into the rates of transmission of SARS-CoV-2 during the first 6 weeks of the 2020-2021 academic year in primary and post-primary schools in Cork and Kerry, Ireland."	Ir J Med Sci
33792808	The impact of the non-essential business closure policy on Covid-19 infection rates.	Int J Health Econ Manag
33792122	Consistency of global recommendations regarding open versus laparoscopic surgery during the COVID-19 pandemic: a systematic review.	ANZ J Surg
33791096	Absence of detection of RSV and influenza during the COVID-19 pandemic in a Brazilian cohort: Likely role of lower transmission in the community.	J Glob Health
33790874	Emergence of Bat-Related Betacoronaviruses: Hazard and Risks.	Front Microbiol
33790065	"Epidemiology of coronavirus disease 2019 in Yamagata Prefecture, Japan, January-May 2020: The importance of retrospective contact tracing."	Jpn J Infect Dis
33788923	Estimation of secondary household attack rates for emergent spike L452R SARS-CoV-2 variants detected by genomic surveillance at a community-based testing site in San Francisco.	Clin Infect Dis
33788655	Potential Risk and Safety Measures in Laparoscopy in COVID-19 Positive Patients.	Surg Innov
33787517	"Prevalence of Anti-SARS-CoV-2 Specific Antibodies in Health-Care Workers Compared to General Population during an Early Phase of the Pandemic, Tehran-Iran."	Iran J Immunol
33786658	Clinical characteristics of COVID-19 in neonates and young infants.	Eur J Pediatr
33786025	COVID-19 pandemic and transmission factors: An empirical investigation of different countries.	J Public Aff
33785459	Emergence and outcomes of the SARS-CoV-2 'Marseille-4' variant.	Int J Infect Dis
33785204	"Literature Review of COVID-19, Pulmonary and Extrapulmonary Disease."	Am J Med Sci
33784886	Role of high-dose exposure in transmission hot zones as a driver of SARS-CoV-2 dynamics.	J R Soc Interface
33782995	Transmissibility and viral replication of SARS-COV-2 in immunocompromised patients.	J Med Virol
33782631	"Inhaled aerosols: Their role in COVID-19 transmission, including biophysical interactions in the lungs."	Curr Opin Colloid Interface Sci
33782396	Implications of the school-household network structure on SARS-CoV-2 transmission under school reopening strategies in England.	Nat Commun
33780504	The effect of control measures on COVID-19 transmission in South Korea.	PLoS One
33780496	Transmission and control pressure analysis of the COVID-19 epidemic situation using multisource spatio-temporal big data.	PLoS One
33780470	"Decreased incidence, virus transmission capacity, and severity of COVID-19 at altitude on the American continent."	PLoS One
33780434	Disparate temperature-dependent virus-host dynamics for SARS-CoV-2 and SARS-CoV in the human respiratory epithelium.	PLoS Biol
33780426	"Congenital and Intrapartum SARS-CoV-2 Infection in Neonates: Hypotheses, Evidence and Perspectives."	MEDICC Rev
33779675	Insects and SARS-CoV-2: Analysis of the Potential Role of Vectors in European Countries.	Ann Ig
33778799	Phylogenomic tracing of asymptomatic transmission in a COVID-19 outbreak.	Innovation (N Y)
33778795	Phylogenomic analysis of COVID-19 summer and winter outbreaks in Hong Kong: An observational study.	Lancet Reg Health West Pac
33778489	Mitigating the Transmission of COVID-19 with the Appropriate Usage of Personal Protective Protocols and Equipment in Breast Imaging and Intervention.	J Breast Imaging
33778182	Comparative analysis of mutational hotspots in the spike protein of SARS-CoV-2 isolates from different geographic origins.	Gene Rep
33778108	"Differential clinic in children infected by SARS-CoV-2, traceability of contacts and cost-effectiveness of diagnostic tests: Cross-sectional observational study."	An Pediatr (Engl Ed)
33777844	Next-Generation Sequencing Reveals the Progression of COVID-19.	Front Cell Infect Microbiol
33777667	A fractional order SITR mathematical model for forecasting of transmission of COVID-19 of India with lockdown effect.	Results Phys
33777655	Case fatality rates of COVID-19 across the globe: are the current draconian measures justified?	Z Gesundh Wiss
33777307	Zoonotic and reverse zoonotic transmission of severe acute respiratory syndrome coronavirus 2: a review and implications for Africa.	Pan Afr Med J
33777296	COVID-19 control pitfalls and challenges and drivers of SARS-CoV-2 transmission in Zimbabwe.	Pan Afr Med J
33777126	Theoretical and numerical analysis for transmission dynamics of COVID-19 mathematical model involving Caputo-Fabrizio derivative.	Adv Differ Equ
33776364	Impact of the COVID-19 pandemic on liver donation and transplantation: A review of the literature.	World J Gastroenterol
33775425	"Policy Interventions, Social Distancing, and SARS-CoV-2 Transmission in the United States: A Retrospective State-level Analysis."	Am J Med Sci
33775264	Universal masking to control healthcare-associated transmission of severe acute respiratory coronavirus virus 2 (SARS-CoV-2).	Infect Control Hosp Epidemiol
33774628	Animal Hosts and Experimental Models of SARS-CoV-2 Infection.	Chemotherapy
33774300	Marginal warming associated with a COVID-19 quarantine and the implications for disease transmission.	Sci Total Environ
33774019	Exhaled SARS-CoV-2 quantified by face-mask sampling in hospitalised patients with COVID-19.	J Infect
33772573	"Assessing asymptomatic, pre-symptomatic and symptomatic transmission risk of SARS-CoV-2."	Clin Infect Dis
33771611	Transmission dynamics of COVID-19 in Nepal: Mathematical model uncovering effective controls.	J Theor Biol
33770472	Animal Reservoirs and Hosts for Emerging Alphacoronaviruses and Betacoronaviruses.	Emerg Infect Dis
33770187	Exposure Profile of Severe Acute Respiratory Syndrome Coronavirus 2 in Canadian Food Sources.	J Food Prot
33770098	Genomic variation and epidemiology of SARS-CoV-2 importation and early circulation in Israel.	PLoS One
33769944	SARS-CoV-2 Infection in Health Care Personnel and Their Household Contacts at a Tertiary Academic Medical Center: Protocol for a Longitudinal Cohort Study.	JMIR Res Protoc
33769936	"A Survey on Mathematical, Machine Learning and Deep Learning Models for COVID-19 Transmission and Diagnosis."	IEEE Rev Biomed Eng
33769253	"Detecting Rapid Spread of SARS-CoV-2 Variants, France, January 26-February 16, 2021."	Emerg Infect Dis
33768967	Risk of COVID-19 Infection in Healthcare Workers Exposed During Use of Non-invasive Ventilation in a Tertiary Care Hospital in Oman.	Oman Med J
33767480	Keeping up with COVID: identification of New Zealand's earliest known cluster of COVID-19 cases.	N Z Med J
33767447	Assessing transmissibility of SARS-CoV-2 lineage B.1.1.7 in England.	Nature
33767405	SARS-CoV-2 infection of the oral cavity and saliva.	Nat Med
33767233	Stochastic modelling of the effects of human-mobility restriction and viral infection characteristics on the spread of COVID-19.	Sci Rep
33767129	[COVID-19 and functional dependence: cohort study of an outbreak in a nursing home for elderly.]	Rev Esp Salud Publica
33766711	SARS-CoV-2 variants lacking ORF8 occurred in farmed mink and pangolin.	Gene
33765977	Human mobility and poverty as key drivers of COVID-19 transmission and control.	BMC Public Health
33765905	A comparison of COVID-19 secondary attack rate in household and close contacts compared to current risk stratification guidelines of the Kerala government.	Trop Doct
33765578	Impact of outdoor and indoor meteorological conditions on the COVID-19 transmission in the western region of Saudi Arabia.	J Environ Manage
33765417	Routine asymptomatic testing strategies for airline travel during the COVID-19 pandemic: a simulation study.	Lancet Infect Dis
33765012	"Neutralizing antibodies for SARS-CoV-2 in stray animals from Rio de Janeiro, Brazil."	PLoS One
33765004	Superspreading of SARS-CoV-2 in the USA.	PLoS One
33764967	"Low SARS-CoV-2 Transmission in Elementary Schools - Salt Lake County, Utah, December 3, 2020-January 31, 2021."	MMWR Morb Mortal Wkly Rep
33764961	"Pilot Investigation of SARS-CoV-2 Secondary Transmission in Kindergarten Through Grade 12 Schools Implementing Mitigation Strategies - St. Louis County and City of Springfield, Missouri, December 2020."	MMWR Morb Mortal Wkly Rep
33764553	Dissemination and evolution of SARS-CoV-2 in the early pandemic phase in South America.	J Med Virol
33764543	Fetal and placental infection with SARS-CoV-2 in early pregnancy.	J Med Virol
33763227	Covid-19 transmission modelling of students returning home from university.	Health Syst (Basingstoke)
33762027	"SARS-CoV-2 Transmission in Alberta, British Columbia, and Ontario, Canada, December 25, 2019, to December 1, 2020."	Disaster Med Public Health Prep
33761423	Significant impact of nationwide SARS-CoV-2 lockdown measures on the circulation of other respiratory virus infections in Austria.	J Clin Virol
33761077	"PM10 correlates with COVID-19 infections 15 days later in Arequipa, Peru."	Environ Sci Pollut Res Int
33760817	Model-free estimation of COVID-19 transmission dynamics from a complete outbreak.	PLoS One
33760727	Risk for International Importations of Variant SARS-CoV-2 Originating in the United Kingdom.	Emerg Infect Dis
33760212	Updates in neonatal coronavirus disease 2019: What can we learn from detailed case reports? (Review).	Mol Med Rep
33759191	Air Disinfection for Airborne Infection Control with a Focus on COVID-19: Why Germicidal UV is Essential(dagger).	Photochem Photobiol
33758453	Can CFD establish a connection to a milder COVID-19 disease in younger people? Aerosol deposition in lungs of different age groups based on Lagrangian particle tracking in turbulent flow.	Comput Mech
33758241	Computational characterization of inhaled droplet transport to the nasopharynx.	Sci Rep
33757651	COVID-19 infection risk by open and laparoscopic surgical smoke: A systematic review of the literature.	Surgeon
33757291	Aerosol formation due to a dental procedure: insights leading to the transmission of diseases to the environment.	J R Soc Interface
33755002	"Risk for Fomite-Mediated Transmission of SARS-CoV-2 in Child Daycares, Schools, Nursing Homes, and Offices."	Emerg Infect Dis
33754987	Experimental SARS-CoV-2 Infection of Bank Voles.	Emerg Infect Dis
33754623	COVID-19 and male fertility: Taking stock of one year after the outbreak began.	Arch Ital Urol Androl
33754609	Effects of COVID-19 on male sex function and its potential sexual transmission.	Arch Ital Urol Androl
33754539	"SARS-CoV2 Outbreak: Emergence, transmission and clinical features of human coronaviruses."	J Ayub Med Coll Abbottabad
33754149	Human Rhinovirus Infection Blocks Severe Acute Respiratory Syndrome Coronavirus 2 Replication Within the Respiratory Epithelium: Implications for COVID-19 Epidemiology.	J Infect Dis
33754126	A comparative study of strategies for containing the COVID-19 pandemic in Gulf Cooperation Council countries and the European Union.	Inform Med Unlocked
33753932	Transmissibility and transmission of respiratory viruses.	Nat Rev Microbiol
33753682	Severe acute respiratory syndrome coronavirus 2 immunoglobulin G antibody: Seroprevalence among contacts of COVID-19 cases.	Indian J Public Health
33751756	Chitin-lipid interactions and the potential relationship between Demodex and SARS-CoV-2.	Dermatol Ther
33751026	"Characteristics associated with household transmission of SARS-CoV-2 in Ontario, Canada: A cohort study."	Clin Infect Dis
33750783	"Infectivity, susceptibility, and risk factors associated with SARS-CoV-2 transmission under intensive contact tracing in Hunan, China."	Nat Commun
33750399	Modelling the association between COVID-19 transmissibility and D614G substitution in SARS-CoV-2 spike protein: using the surveillance data in California as an example.	Theor Biol Med Model
33750356	A snapshot of public knowledge of novel coronavirus disease 2019: a web-based national survey.	BMC Public Health
33750347	The prevalence and clinical significance of Presymptomatic COVID-19 patients: how we can be one step ahead in mitigating a deadly pandemic.	BMC Infect Dis
33749225	Transmission of Severe Acute Respiratory Syndrome Coronavirus 1 and Severe Acute Respiratory Syndrome Coronavirus 2 During Aerosol-Generating Procedures in Critical Care: A Systematic Review and Meta-Analysis of Observational Studies.	Crit Care Med
33748807	Outcomes of newborns to mothers with COVID-19.	Infect Dis Now
33748803	Perfect as the enemy of good: tracing transmissions with low-sensitivity tests to mitigate SARS-CoV-2 outbreaks.	Lancet Microbe
33748563	"Fomite Transmission, Physicochemical Origin of Virus-Surface Interactions, and Disinfection Strategies for Enveloped Viruses with Applications to SARS-CoV-2."	ACS Omega
33747099	Impact of wind speed and air pollution on COVID-19 transmission in Pakistan.	Int J Environ Sci Technol (Tehran)
33746914	Global Geographic and Temporal Analysis of SARS-CoV-2 Haplotypes Normalized by COVID-19 Cases During the Pandemic.	Front Microbiol
33746495	Direct numerical simulation of the turbulent flow generated during a violent expiratory event.	Phys Fluids (1994)
33746494	Transmission and evaporation of cough droplets in an elevator: Numerical simulations of some possible scenarios.	Phys Fluids (1994)
33746493	Airborne transmission of virus-laden aerosols inside a music classroom: Effects of portable purifiers and aerosol injection rates.	Phys Fluids (1994)
33746492	Probability of COVID-19 infection by cough of a normal person and a super-spreader.	Phys Fluids (1994)
33746488	Simulation-based study of COVID-19 outbreak associated with air-conditioning in a restaurant.	Phys Fluids (1994)
33746487	Estimating COVID-19 exposure in a classroom setting: A comparison between mathematical and numerical models.	Phys Fluids (1994)
33746486	Fluid dynamics and epidemiology: Seasonality and transmission dynamics.	Phys Fluids (1994)
33746484	Disease transmission through expiratory aerosols on an urban bus.	Phys Fluids (1994)
33746483	Jet fans in the underground car parking areas and virus transmission.	Phys Fluids (1994)
33746341	Probable airborne transmission of SARS-CoV-2 in a poorly ventilated restaurant.	Build Environ
33746308	JUE Insight: College student travel contributed to local COVID-19 spread.	J Urban Econ
33744571	Identifying vulnerable populations and transmission pathways by geographic correlation of the environment to human health.	Sci Total Environ
33744401	Understanding the origin of COVID-19 requires to change the paradigm on zoonotic emergence from the spillover to the circulation model.	Infect Genet Evol
33743366	Identifying SARS-CoV2 transmission cluster category: An analysis of country government database.	J Infect Public Health
33742609	Outcomes of Neonates Born to Mothers With Coronavirus Disease 2019 (COVID-19) - National Neonatology Forum (NNF) India COVID-19 Registry.	Indian Pediatr
33741734	Overdispersion in COVID-19 increases the effectiveness of limiting nonrepetitive contacts for transmission control.	Proc Natl Acad Sci U S A
33740562	Which species does the virus like most: Binding modes study between SARS-CoV-2 S protein and ACE2 receptor.	J Mol Graph Model
33740558	Prevalence and stability of SARS-CoV-2 RNA on Bangladeshi banknotes.	Sci Total Environ
33740430	"SARS-CoV-2 infection and transmission in primary schools in England in June-December, 2020 (sKIDs): an active, prospective surveillance study."	Lancet Child Adolesc Health
33740028	SARS-CoV-2 outbreak in a tri-national urban area is dominated by a B.1 lineage variant linked to a mass gathering event.	PLoS Pathog
33737851	Smoking Enigma in Coronavirus Disease 2019: A Tug of War between Predisposition and Possible Way Out.	Tob Use Insights
33737558	Epidemiological analysis of asymptomatic SARS-CoV-2 transmission in the community: an individual-based model.	Sci Rep
33737446	"Prospective observational study of SARS-CoV-2 infection, transmission and immunity in a cohort of households in Liverpool City Region, UK (COVID-LIV): a study protocol."	BMJ Open
33737418	Risk of dispersion or aerosol generation and infection transmission with nasopharyngeal and oropharyngeal swabs for detection of COVID-19: a systematic review.	BMJ Open
33737129	Genomic surveillance of SARS-CoV-2 in the Republic of Congo.	Int J Infect Dis
33736732	Outbreak of coronavirus disease 2019 (COVID-19) among operating room staff of a tertiary referral center: An epidemiologic and environmental investigation.	Infect Control Hosp Epidemiol
33736392	Onsite real-time detection of covid-like-virus transmission through air using spark-induced plasma spectroscopy.	Sci Total Environ
33735767	"Coronavirus in water media: Analysis, fate, disinfection and epidemiological applications."	J Hazard Mater
33735161	"Minimal SARS-CoV-2 Transmission After Implementation of a Comprehensive Mitigation Strategy at a School - New Jersey, August 20-November 27, 2020."	MMWR Morb Mortal Wkly Rep
33735068	Development and dissemination of infectious disease dynamic transmission models during the COVID-19 pandemic: what can we learn from other pathogens and how can we move forward?	Lancet Digit Health
33734835	Critical Care Requirements Under Uncontrolled Transmission of SARS-CoV-2.	Am J Public Health
33734063	"Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 during Border Quarantine and Air Travel, New Zealand (Aotearoa)."	Emerg Infect Dis
33733801	"Risk of COVID-19 transmission in esophageal, anorectal manometry and 24-hour impedance-pH monitoring."	Rev Esp Enferm Dig
33732749	SARS-CoV-2 Infection Among Health Care Workers Despite the Use of Surgical Masks and Physical Distancing-the Role of Airborne Transmission.	Open Forum Infect Dis
33731252	Physiological implications of COVID-19 in reproduction: angiotensin-converting enzyme 2 a key player.	Reprod Fertil Dev
33731053	"Population migration, spread of COVID-19, and epidemic prevention and control: empirical evidence from China."	BMC Public Health
33730035	Space-time covid-19 Bayesian SIR modeling in South Carolina.	PLoS One
33729915	The temporal association of introducing and lifting non-pharmaceutical interventions with the time-varying reproduction number (R) of SARS-CoV-2: a modelling study across 131 countries.	Lancet Infect Dis
33729905	Transmission dynamics and timing of key events for SARS-CoV-2 infection in healthcare workers.	Infect Dis (Lond)
33729282	"Household transmission of SARS-CoV-2 (COVID-19) in Lima, Peru."	Cad Saude Publica
33729168	The Impact of COVID-19 Management Policies Tailored to Airborne SARS-CoV-2 Transmission: Policy Analysis.	JMIR Public Health Surveill
33729154	Genomic and healthcare dynamics of nosocomial SARS-CoV-2 transmission.	Elife
33728294	Review of the risk factors for SARS-CoV-2 transmission.	World J Clin Cases
33728102	Transmission Characteristics of SARS-CoV-2 That Hinder Effective Control.	Immune Netw
33727767	Predicting the dynamical behavior of COVID-19 epidemic and the effect of control strategies.	Chaos Solitons Fractals
33727674	Genomic investigation of the coronavirus disease-2019 outbreak in the Republic of Korea.	Sci Rep
33727663	The impact of environmental variables on the spread of COVID-19 in the Republic of Korea.	Sci Rep
33727636	Reopening businesses and risk of COVID-19 transmission.	NPJ Digit Med
33726993	The mechanical effect of moisturization on airborne COVID-19 transmission and its potential use as control technique.	Environ Res
33725359	Response to: COVID-19 re-infection. Vaccinated individuals as a potential source of transmission.	Eur J Clin Invest
33725271	Ocular-symptoms-related Google Search Trends during the COVID-19 Pandemic in Europe.	Int Ophthalmol
33725000	Taking account of asymptomatic infections: A modeling study of the COVID-19 outbreak on the Diamond Princess cruise ship.	PLoS One
33724545	Counseling in maternal-fetal medicine: SARS-CoV-2 infection in pregnancy.	Ultrasound Obstet Gynecol
33724248	"Evidence of SARS-CoV-2 Infection in Cells, Tissues, and Organs and the Risk of Transmission Through Transplantation."	Transplantation
33723631	Transmission of SARS-CoV-2 in northern Ghana: insights from whole-genome sequencing.	Arch Virol
33723526	"Management and Perspective of Coronavirus Disease 2019 (COVID-19), Pregnancy, and Hypercoagulability."	SN Compr Clin Med
33723511	"Transmission Routes of Severe Acute Respiratory Syndrome Coronavirus 2 Among Healthcare Workers of a French University Hospital in Paris, France."	Open Forum Infect Dis
33723411	Increased mortality in community-tested cases of SARS-CoV-2 lineage B.1.1.7.	Nature
33722466	Transmission of infection among health care personnel performing surgical tracheostomies on COVID-19 patients.	Surgeon
33722327	Management of SARS-CoV-2 Transmission in Emergency Dental Settings: Current Knowledge and Personal Experience.	Disaster Med Public Health Prep
33721405	"COVID-19 in childhood: Transmission, clinical presentation, complications and risk factors."	Pediatr Pulmonol
33720459	Interstates of Infection: Preliminary Investigations of Human Mobility Patterns in the COVID-19 Pandemic.	J Rural Health
33719672	Up in the Air? Future Research Strategies to Assess Aerosols in Dentistry.	JDR Clin Trans Res
33717797	A mathematical model of COVID-19 transmission between frontliners and the general public.	Netw Model Anal Health Inform Bioinform
33717728	Maternal and Neonatal Outcomes of COVID-19 in Pregnancy: A Single-Centre Observational Study.	Cureus
33717712	A psychrometric model to assess the biological decay of the SARS-CoV-2 virus in aerosols.	PeerJ
33717355	Monitoring of SARS-CoV-2 infection in mustelids.	EFSA J
33717166	"A Comprehensive Review of Viral Characteristics, Transmission, Pathophysiology, Immune Response, and Management of SARS-CoV-2 and COVID-19 as a Basis for Controlling the Pandemic."	Front Immunol
33716405	Dynamics of COVID-19 transmission with comorbidity: a data driven modelling based approach.	Nonlinear Dyn
33716040	The SARS-CoV-2 Y453F mink variant displays a pronounced increase in ACE-2 affinity but does not challenge antibody neutralization.	J Biol Chem
33714910	Viability of SARS-CoV-2 in river water and wastewater at different temperatures and solids content.	Water Res
33714096	A systematic review of human coronaviruses survival on environmental surfaces.	Sci Total Environ
33713994	Chemodynamic features of nanoparticles: Application to understanding the dynamic life cycle of SARS-CoV-2 in aerosols and aqueous biointerfacial zones.	Adv Colloid Interface Sci
33713341	Identification of SARS-CoV-2 in the vaginal fluid and cervical exfoliated cells of women with active COVID-19 infection: A pilot study.	Int J Gynaecol Obstet
33712596	Evaluating the impact of curfews and other measures on SARS-CoV-2 transmission in French Guiana.	Nat Commun
33712573	SARS-CoV and SARS-CoV-2 are transmitted through the air between ferrets over more than one meter distance.	Nat Commun
33712416	"Anatomy of digital contact tracing: Role of age, transmission setting, adoption, and case detection."	Sci Adv
33711701	Pharyngeal sampling for PCR-testing in the investigation of SARS-COV-2 vertical transmission in pregnancy.	Eur J Obstet Gynecol Reprod Biol
33711597	"Risk factors and on-site simulation of environmental transmission of SARS-CoV-2 in the largest wholesale market of Beijing, China."	Sci Total Environ
33711547	Reservoir hosts prediction for COVID-19 by hybrid transfer learning model.	J Biomed Inform
33711521	Temporal and spatial analysis of COVID-19 transmission in China and its influencing factors.	Int J Infect Dis
33711262	"Prevalence of SARS-CoV-2 in six districts in Zambia in July, 2020: a cross-sectional cluster sample survey."	Lancet Glob Health
33711012	Natural selection in the evolution of SARS-CoV-2 in bats created a generalist virus and highly capable human pathogen.	PLoS Biol
33710254	SARS-CoV-2 and COVID-19: A perspective from environmental virology.	Genet Mol Biol
33709138	"Transmission of SARS-CoV-2 infection among children in summer schools applying stringent control measures in Barcelona, Spain."	Clin Infect Dis
33709135	Household SARS-CoV-2 transmission and children: a network prospective study.	Clin Infect Dis
33708529	Is there possibility of vertical transmission of COVID-19: a systematic review.	Transl Pediatr
33708387	One health disparities and COVID-19.	Evol Med Public Health
33706827	Severe acute respiratory coronavirus virus 2 (SARS-CoV-2) screening among symptom-free healthcare workers.	Infect Control Hosp Epidemiol
33706702	Serial interval and incubation period of COVID-19: a systematic review and meta-analysis.	BMC Infect Dis
33706357	Adverse Pregnancy Outcomes Among Individuals With and Without Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2): A Systematic Review and Meta-analysis.	Obstet Gynecol
33706041	Modelling suggests ABO histo-incompatibility may substantially reduce SARS-CoV-2 transmission.	Epidemics
33705799	Clinical and molecular aspects of veterinary coronaviruses.	Virus Res
33705770	Is coronavirus disease (COVID-19) seasonal? A critical analysis of empirical and epidemiological studies at global and local scales.	Environ Res
33705636	Current community transmission and future perspectives on the COVID-19 process	Turk J Med Sci
33705496	"Incidence, household transmission, and neutralizing antibody seroprevalence of Coronavirus Disease 2019 in Egypt: Results of a community-based cohort."	PLoS Pathog
33705480	"Knowledge, practice and associated factors towards the prevention of COVID-19 among high-risk groups: A cross-sectional study in Addis Ababa, Ethiopia."	PLoS One
33705424	An epidemic model for non-first-order transmission kinetics.	PLoS One
33705409	"Climatic and socio-economic factors supporting the co-circulation of dengue, Zika and chikungunya in three different ecosystems in Colombia."	PLoS Negl Trop Dis
33705364	"Association of State-Issued Mask Mandates and Allowing On-Premises Restaurant Dining with County-Level COVID-19 Case and Death Growth Rates - United States, March 1-December 31, 2020."	MMWR Morb Mortal Wkly Rep
33704016	Experimental re-infected cats do not transmit SARS-CoV-2.	Emerg Microbes Infect
33692984	DETECT Schools Study Protocol: A Prospective Observational Cohort Surveillance Study Investigating the Impact of COVID-19 in Western Australian Schools.	Front Public Health
33692203	Susceptibility of white-tailed deer (Odocoileus virginianus) to SARS-CoV-2.	J Virol
33690946	"Epidemiology, clinical spectrum, viral kinetics and impact of COVID-19 in the Asia-Pacific region."	Respirology
33690600	Prevalence of COVID-19 in adolescents and youth compared with older adults in states experiencing surges.	PLoS One
33689824	Analysis of microparticle deposition in the human lung by taguchi method and response surface methodology.	Environ Res
33689558	Association between SARS-CoV-2 and exposure risks in health care workers and university employees - a cross-sectional study.	Infect Dis (Lond)
33688964	Association of Age With Likelihood of Developing Symptoms and Critical Disease Among Close Contacts Exposed to Patients With Confirmed SARS-CoV-2 Infection in Italy.	JAMA Netw Open
33688585	Impact of SARS-CoV-2 on the clinical outcomes and placental pathology of pregnant women and their infants: A systematic review.	Heliyon
33688576	How to deliver aerosolized medications through high flow nasal cannula safely and effectively in the era of COVID-19 and beyond: A narrative review.	Can J Respir Ther
33688465	Convolution Neural Network Based Infection Transmission Analysis on Covid -19 Using GIS and Covid Data Materials.	Mater Today Proc
33688318	"SARS-CoV-2 and work-related transmission: results of a prospective cohort of airport workers, 2020."	Rev Bras Med Trab
33688063	SARS-CoV-2 within-host diversity and transmission.	Science
33686768	Serological evidence of SARS-CoV-2 and co-infections in stray cats in Spain.	Transbound Emerg Dis
33686400	Susceptibility of Midge and Mosquito Vectors to SARS-CoV-2.	J Med Entomol
33686075	Real-time tracking and prediction of COVID-19 infection using digital proxies of population mobility and mixing.	Nat Commun
33685741	First confirmation of importation and transmission in Spain of the newly identified SARS-CoV-2 B.1.1.7 variant.	Enferm Infecc Microbiol Clin (Engl Ed)
33684341	"Land use-induced spillover: a call to action to safeguard environmental, animal, and human health."	Lancet Planet Health
33684196	Global epidemiology and socio-economic development correlates of the reproductive ratio of COVID-19.	Int Health
33684067	Seeding COVID-19 across Sub-Saharan Africa: An Analysis of Reported Importation Events across 49 Countries.	Am J Trop Med Hyg
33683930	Clinical and Economic Effects of Widespread Rapid Testing to Decrease SARS-CoV-2 Transmission.	Ann Intern Med
33683533	Characterization of the bioaerosol in a natural thermal cave and assessment of the risk of transmission of SARS-CoV-2 virus.	Environ Geochem Health
33682974	Seasonal variation in airborne infection risk in schools due to changes in ventilation inferred from monitored carbon dioxide.	Indoor Air
33681259	Cesarean Section or Vaginal Delivery to Prevent Possible Vertical Transmission From a Pregnant Mother Confirmed With COVID-19 to a Neonate: A Systematic Review.	Front Med (Lausanne)
33681046	Impact of temperature and sunshine duration on daily new cases and death due to COVID-19.	J Family Med Prim Care
33680577	The relationship between (sub)tropical climates and the incidence of COVID-19.	PeerJ
33680327	The quality of Internet information relating to 2019-nCov transmission control in dental practice.	J Clin Exp Dent
33679622	Evolutionary Dynamics and Dissemination Pattern of the SARS-CoV-2 Lineage B.1.1.33 During the Early Pandemic Phase in Brazil.	Front Microbiol
33679426	Is There an Effect of Fetal Mesenchymal Stem Cells in the Mother-Fetus Dyad in COVID-19 Pregnancies and Vertical Transmission?	Front Physiol
33679275	Impact of social media advertisements on the transmission dynamics of COVID-19 pandemic in India.	J Appl Math Comput
33679117	Coronavirus Infections of Animals: Future Risks to Humans.	Biol Bull Russ Acad Sci
33678946	COVID-19 outbreak and Urban dynamics: regional variations in India.	GeoJournal
33677567	"Entry, egress and vertical transmission of SARS-CoV-2."	J Mol Cell Biol
33677519	Influence of SARS-CoV-2 during pregnancy: a placental view.	Biol Reprod
33676752	The effects of COVID-19 on pregnancy and implications for reproductive medicine.	Fertil Steril
33676420	"Evaluating the effectiveness of measures to control the novel coronavirus disease 2019 in Jilin Province, China."	BMC Infect Dis
33676232	SARS-CoV-2 variants combining spike mutations and the absence of ORF8 may be more transmissible and require close monitoring.	Biochem Biophys Res Commun
33675407	"Laparoscopic surgery during the COVID-19 pandemic: detection of SARS-COV-2 in abdominal tissues, fluids, and surgical smoke."	Langenbecks Arch Surg
33673855	Vulnerability of Syrian refugees in Lebanon to COVID-19: quantitative insights.	Confl Health
33673819	Spatiotemporal heterogeneity and its determinants of COVID-19 transmission in typical labor export provinces of China.	BMC Infect Dis
33672561	Application of Environment-Friendly Rhamnolipids against Transmission of Enveloped Viruses Like SARS-CoV2.	Viruses
33672021	Molecular Epidemiological Investigation of a Nosocomial Cluster of C. auris: Evidence of Recent Emergence in Italy and Ease of Transmission during the COVID-19 Pandemic.	J Fungi (Basel)
